Gene name,log2FoldChange,Adjusted p-value,Input,Suggested Match,History
WBGene00014997,1.833145184,1.81e-06,WBGene00014997,WBGene00014997,History: N.A.
WBGene00255426,1.829220626,4.53e-07,WBGene00255426,WBGene00255426,History: N.A.
WBGene00011411,1.827176389,4.17e-12,WBGene00011411,WBGene00011411,History: N.A.
WBGene00015767,1.82607977,9.67e-08,WBGene00015767,WBGene00015767,History: N.A.
WBGene00044488,1.825905354,0.000111857,WBGene00044488,WBGene00044488,History: N.A.
WBGene00014158,1.825884639,2.66e-06,WBGene00014158,WBGene00014158,History: N.A.
WBGene00003448,1.825450718,5.88e-07,WBGene00003448,WBGene00003448,History: N.A.
WBGene00017829,1.823813148,5.88e-07,WBGene00017829,WBGene00017829,History: N.A.
WBGene00020084,1.821718945,8.57e-06,WBGene00020084,WBGene00020084,"History: Split into R105.4(WBGene00235119), R105.5(WBGene00235120). History of WBGene00020084: Split into ""WBGene00235119"" on 2013-02-28; Split into ""WBGene00235120"" on 2013-02-28"
WBGene00015049,1.821505936,6.4e-12,WBGene00015049,WBGene00015049,History: N.A.
WBGene00004373,1.819122742,1.07e-14,WBGene00004373,WBGene00004373,History: N.A.
WBGene00019608,1.818549649,6.98e-18,WBGene00019608,WBGene00019608,History: N.A.
WBGene00010822,1.81614683,1.36e-08,WBGene00010822,WBGene00010822,History: N.A.
WBGene00012004,1.813242732,4.63e-07,WBGene00012004,WBGene00012004,History: N.A.
WBGene00007337,1.812831591,7.66e-06,WBGene00007337,WBGene00007337,History: N.A.
WBGene00009445,1.812727885,6.35e-11,WBGene00009445,WBGene00009445,History: N.A.
WBGene00011503,1.811488935,3.89e-13,WBGene00011503,WBGene00011503,History: N.A.
WBGene00001034,1.811131371,2.73e-13,WBGene00001034,WBGene00001034,History: N.A.
WBGene00017279,1.807464291,3.21e-06,WBGene00017279,WBGene00017279,History: N.A.
WBGene00016953,1.804717796,2.56e-11,WBGene00016953,WBGene00016953,History: N.A.
WBGene00015615,1.804660186,2.52e-05,WBGene00015615,WBGene00015615,History: N.A.
WBGene00010092,1.802892117,9.42e-06,WBGene00010092,WBGene00010092,History: N.A.
WBGene00009684,1.801944432,1.84e-06,WBGene00009684,WBGene00009684,History: N.A.
WBGene00019941,1.801550459,9.65e-09,WBGene00019941,WBGene00019941,History: N.A.
WBGene00017312,1.800498535,1.73e-07,WBGene00017312,WBGene00017312,History: N.A.
WBGene00012121,1.799691964,4.39e-17,WBGene00012121,WBGene00012121,"History: Split into ""WBGene00044793"" on 2006-03-22"
WBGene00021632,1.799669882,4.77e-05,WBGene00021632,WBGene00021632,History: N.A.
WBGene00016765,1.798685222,4.01e-08,WBGene00016765,WBGene00016765,History: N.A.
WBGene00002273,1.797543,3.97e-11,WBGene00002273,WBGene00002273,History: N.A.
WBGene00016416,1.796854722,7.41e-10,WBGene00016416,WBGene00016416,History: N.A.
WBGene00022703,1.796066791,3.83e-12,WBGene00022703,WBGene00022703,History: N.A.
WBGene00001774,1.793728923,3.98e-07,WBGene00001774,WBGene00001774,History: N.A.
WBGene00012302,1.792646855,5.28e-10,WBGene00012302,WBGene00012302,History: N.A.
WBGene00021691,1.79059688,1.13e-09,WBGene00021691,WBGene00021691,History: N.A.
WBGene00004986,1.790283165,1.46e-06,WBGene00004986,WBGene00004986,History: N.A.
WBGene00077783,1.789198544,0.000557507,WBGene00077783,WBGene00077783,History: N.A.
WBGene00009002,1.787470077,5.53e-07,WBGene00009002,WBGene00009002,History: N.A.
WBGene00015093,1.783705463,8.75e-05,WBGene00015093,WBGene00015093,History: N.A.
WBGene00008411,1.783449915,8.6e-11,WBGene00008411,WBGene00008411,History: N.A.
WBGene00007122,1.783220734,7.31e-11,WBGene00007122,WBGene00007122,History: N.A.
WBGene00016461,1.78260061,7.77e-05,WBGene00016461,WBGene00016461,History: N.A.
WBGene00009973,1.782452021,4.54e-07,WBGene00009973,WBGene00009973,History: N.A.
WBGene00001150,1.778110172,2.99e-06,WBGene00001150,WBGene00001150,History: Renamed on 2014-09-24
WBGene00008541,1.777512263,2.28e-08,WBGene00008541,WBGene00008541,History: N.A.
WBGene00006815,1.777511436,4.94e-10,WBGene00006815,WBGene00006815,History: N.A.
WBGene00009880,1.777264344,2.73e-07,WBGene00009880,WBGene00009880,History: N.A.
WBGene00007700,1.776628297,2.04e-05,WBGene00007700,WBGene00007700,History: N.A.
WBGene00018488,1.776193674,1.24e-12,WBGene00018488,WBGene00018488,History: N.A.
WBGene00019587,1.775251787,8.46e-08,WBGene00019587,WBGene00019587,History: N.A.
WBGene00016053,1.775039651,7.75e-10,WBGene00016053,WBGene00016053,History: N.A.
WBGene00012713,1.774577631,2.03e-10,WBGene00012713,WBGene00012713,History: N.A.
WBGene00219688,1.774432747,3.58e-08,WBGene00219688,WBGene00219688,History: N.A.
WBGene00009946,1.772659561,3.71e-15,WBGene00009946,WBGene00009946,History: N.A.
WBGene00009753,1.771230751,1.34e-05,WBGene00009753,WBGene00009753,History: N.A.
WBGene00022196,1.770944434,0.000104322,WBGene00022196,WBGene00022196,History: N.A.
WBGene00016274,1.770720081,4.32e-06,WBGene00016274,WBGene00016274,History: N.A.
WBGene00019986,1.769527489,7.76e-09,WBGene00019986,WBGene00019986,History: N.A.
WBGene00011793,1.768183273,0.000108195,WBGene00011793,WBGene00011793,History: N.A.
WBGene00009313,1.765305338,2.34e-05,WBGene00009313,WBGene00009313,History: N.A.
WBGene00017799,1.761875377,1.88e-13,WBGene00017799,WBGene00017799,History: N.A.
WBGene00012827,1.761585955,9.31e-09,WBGene00012827,WBGene00012827,History: N.A.
WBGene00009695,1.757401631,7.98e-06,WBGene00009695,WBGene00009695,History: N.A.
WBGene00017302,1.755860093,3.77e-05,WBGene00017302,WBGene00017302,History: N.A.
WBGene00021890,1.755730827,4.35e-09,WBGene00021890,WBGene00021890,History: N.A.
WBGene00003076,1.754941989,6.66e-08,WBGene00003076,WBGene00003076,History: N.A.
WBGene00016054,1.751880648,9.33e-07,WBGene00016054,WBGene00016054,History: N.A.
WBGene00008124,1.751443912,1.39e-05,WBGene00008124,WBGene00008124,History: N.A.
WBGene00015306,1.751075795,9.23e-11,WBGene00015306,WBGene00015306,History: N.A.
WBGene00008521,1.746944906,7.4e-08,WBGene00008521,WBGene00008521,History: N.A.
WBGene00044216,1.745782451,3.78e-05,WBGene00044216,WBGene00044216,History: N.A.
WBGene00011962,1.744453022,1.38e-11,WBGene00011962,WBGene00011962,History: N.A.
WBGene00020905,1.739015346,4.2e-07,WBGene00020905,WBGene00020905,History: N.A.
WBGene00017640,1.737070284,2.28e-05,WBGene00017640,WBGene00017640,History: N.A.
WBGene00013055,1.736611731,4.92e-07,WBGene00013055,WBGene00013055,History: N.A.
WBGene00001596,1.735686228,3.75e-15,WBGene00001596,WBGene00001596,History: N.A.
WBGene00018336,1.732862038,0.001005864,WBGene00018336,WBGene00018336,History: N.A.
WBGene00044180,1.732839911,3.94e-05,WBGene00044180,WBGene00044180,History: N.A.
WBGene00013345,1.731306392,1.31e-08,WBGene00013345,WBGene00013345,"History: Split into Y59A8B.25(WBGene00044794). History of WBGene00013345: Split into ""WBGene00044794"" on 2006-03-23"
WBGene00021378,1.730289487,0.000141885,WBGene00021378,WBGene00021378,History: N.A.
WBGene00012926,1.722818409,1.63e-05,WBGene00012926,WBGene00012926,History: N.A.
WBGene00011379,1.722409059,1.43e-05,WBGene00011379,WBGene00011379,History: N.A.
WBGene00009075,1.718721963,5.49e-10,WBGene00009075,WBGene00009075,History: N.A.
WBGene00021097,1.717937816,2.69e-11,WBGene00021097,WBGene00021097,History: N.A.
WBGene00021406,1.714031844,4.95e-06,WBGene00021406,WBGene00021406,History: N.A.
WBGene00013495,1.712556546,7.78e-05,WBGene00013495,WBGene00013495,History: N.A.
WBGene00012363,1.712191147,7.82e-06,WBGene00012363,WBGene00012363,History: N.A.
WBGene00019825,1.711642907,2.05e-07,WBGene00019825,WBGene00019825,History: N.A.
WBGene00018314,1.71136662,8.53e-05,WBGene00018314,WBGene00018314,"History: Merged into ""WBGene00018315"" on 2004-11-29; Resurrected on 2013-10-08"
WBGene00011487,1.708049232,8.6e-11,WBGene00011487,WBGene00011487,History: N.A.
WBGene00013887,1.707219049,4.68e-05,WBGene00013887,WBGene00013887,History: N.A.
WBGene00017520,1.707177651,0.00018644,WBGene00017520,WBGene00017520,History: N.A.
WBGene00001431,1.706711971,1.08e-12,WBGene00001431,WBGene00001431,History: N.A.
WBGene00005022,1.706142724,1.26e-09,WBGene00005022,WBGene00005022,History: N.A.
WBGene00007584,1.705480845,3.68e-05,WBGene00007584,WBGene00007584,History: N.A.
WBGene00010139,1.705049286,9.07e-12,WBGene00010139,WBGene00010139,History: N.A.
WBGene00012578,1.704022787,3.27e-12,WBGene00012578,WBGene00012578,History: N.A.
WBGene00019972,1.703109529,3.2e-05,WBGene00019972,WBGene00019972,History: N.A.
WBGene00015360,1.700547665,3.94e-06,WBGene00015360,WBGene00015360,History: N.A.
WBGene00017686,1.699679303,3.33e-14,WBGene00017686,WBGene00017686,History: N.A.
WBGene00006040,1.699217296,6.2e-09,WBGene00006040,WBGene00006040,History: N.A.
WBGene00008720,1.697774114,3.14e-12,WBGene00008720,WBGene00008720,History: N.A.
WBGene00044167,1.695377574,3.1e-09,WBGene00044167,WBGene00044167,History: N.A.
WBGene00001892,1.695163495,6.03e-08,WBGene00001892,WBGene00001892,History: N.A.
WBGene00003077,1.693711797,2.3e-07,WBGene00003077,WBGene00003077,History: N.A.
WBGene00008313,1.691904889,2.54e-05,WBGene00008313,WBGene00008313,History: N.A.
WBGene00194794,1.686057732,7.06e-07,WBGene00194794,WBGene00194794,"History: Split into F20D1.22(WBGene00304908). History of WBGene00194794: Split into ""WBGene00304908"" on 2019-07-25"
WBGene00003458,1.685969063,1.29e-05,WBGene00003458,WBGene00003458,History: N.A.
WBGene00006438,1.685613646,1.06e-07,WBGene00006438,WBGene00006438,History: Renamed on 2012-02-07; Renamed on 2012-07-20
WBGene00004456,1.685155923,7.74e-12,WBGene00004456,WBGene00004456,History: N.A.
WBGene00012319,1.683704891,1.32e-10,WBGene00012319,WBGene00012319,History: N.A.
WBGene00017975,1.683671341,5.03e-08,WBGene00017975,WBGene00017975,History: N.A.
WBGene00009172,1.682765243,8.15e-08,WBGene00009172,WBGene00009172,History: N.A.
WBGene00013656,1.679606883,0.000117259,WBGene00013656,WBGene00013656,History: N.A.
WBGene00008141,1.678170533,1.32e-05,WBGene00008141,WBGene00008141,History: N.A.
WBGene00005011,1.672080432,1.3e-09,WBGene00005011,WBGene00005011,History: N.A.
WBGene00001924,1.671882284,1.96e-07,WBGene00001924,WBGene00001924,History: N.A.
WBGene00009682,1.67120637,8.58e-06,WBGene00009682,WBGene00009682,History: N.A.
WBGene00019813,1.67060521,3.43e-05,WBGene00019813,WBGene00019813,History: N.A.
WBGene00044063,1.670117277,1.09e-10,WBGene00044063,WBGene00044063,History: Renamed on 2016-07-13
WBGene00001879,1.667987226,3.87e-07,WBGene00001879,WBGene00001879,History: N.A.
WBGene00018001,1.667267618,8.87e-05,WBGene00018001,WBGene00018001,History: N.A.
WBGene00018823,1.66561879,1.69e-09,WBGene00018823,WBGene00018823,History: N.A.
WBGene00013452,1.663056808,9.3e-08,WBGene00013452,WBGene00013452,"History: Split into Y67A10A.13(WBGene00045099). History of WBGene00013452: Split into ""WBGene00045099"" on 2006-11-01"
WBGene00011932,1.660910538,2.07e-08,WBGene00011932,WBGene00011932,History: N.A.
WBGene00017922,1.658407699,0.000257319,WBGene00017922,WBGene00017922,History: N.A.
WBGene00015116,1.658177397,3.54e-07,WBGene00015116,WBGene00015116,History: Renamed on 2019-07-15
WBGene00003424,1.655777884,2.34e-05,WBGene00003424,WBGene00003424,History: N.A.
WBGene00195178,1.654728298,2.4e-06,WBGene00195178,WBGene00195178,History: N.A.
WBGene00015684,1.65154502,2.44e-06,WBGene00015684,WBGene00015684,History: N.A.
WBGene00013934,1.650648289,3.16e-07,WBGene00013934,WBGene00013934,History: N.A.
WBGene00017596,1.648999165,0.000140202,WBGene00017596,WBGene00044302,"History: Merged into ""WBGene00044302"" on 2018-11-14"
WBGene00001875,1.648975791,5.95e-07,WBGene00001875,WBGene00001875,History: N.A.
WBGene00022188,1.648337705,2.43e-05,WBGene00022188,WBGene00022188,History: N.A.
WBGene00017158,1.648240787,2.11e-08,WBGene00017158,WBGene00017158,History: N.A.
WBGene00016493,1.647897022,3.55e-07,WBGene00016493,WBGene00016493,History: N.A.
WBGene00006997,1.64574227,3.96e-14,WBGene00006997,WBGene00006997,History: N.A.
WBGene00015942,1.645449231,4.69e-06,WBGene00015942,WBGene00015942,History: N.A.
WBGene00011304,1.645408515,5.08e-13,WBGene00011304,WBGene00011304,History: N.A.
WBGene00016336,1.645100027,0.000499094,WBGene00016336,WBGene00016336,History: N.A.
WBGene00011668,1.643652987,0.000417554,WBGene00011668,WBGene00011668,History: N.A.
WBGene00013742,1.643391015,1.06e-10,WBGene00013742,WBGene00013742,History: N.A.
WBGene00004491,1.641506737,1.72e-06,WBGene00004491,WBGene00004491,History: N.A.
WBGene00001902,1.640987209,2.11e-07,WBGene00001902,WBGene00001902,History: N.A.
WBGene00002855,1.640487968,1.08e-09,WBGene00002855,WBGene00002855,History: N.A.
WBGene00021889,1.63958088,2.78e-05,WBGene00021889,WBGene00021889,History: N.A.
WBGene00013825,1.637698067,5.99e-08,WBGene00013825,WBGene00013825,History: N.A.
WBGene00001023,1.637427138,6.14e-11,WBGene00001023,WBGene00001023,History: N.A.
WBGene00003431,1.635512247,1.23e-05,WBGene00003431,WBGene00003431,History: N.A.
WBGene00189952,1.631475867,2.76e-08,WBGene00189952,WBGene00189952,History: N.A.
WBGene00008567,1.630945691,2.12e-06,WBGene00008567,WBGene00008567,History: Renamed on 2017-01-05
WBGene00010583,1.630830042,3.03e-13,WBGene00010583,WBGene00010583,History: N.A.
WBGene00009397,1.630671432,2.96e-06,WBGene00009397,WBGene00009397,History: N.A.
WBGene00001770,1.629651126,0.000427171,WBGene00001770,WBGene00001770,History: N.A.
WBGene00003091,1.627553358,1.24e-06,WBGene00003091,WBGene00003091,History: N.A.
WBGene00003589,1.627204583,4.77e-07,WBGene00003589,WBGene00003589,History: N.A.
WBGene00020970,1.623488773,2.51e-09,WBGene00020970,WBGene00020970,History: N.A.
WBGene00011297,1.621787542,0.000379415,WBGene00011297,WBGene00011297,History: N.A.
WBGene00021128,1.621273873,6.61e-07,WBGene00021128,WBGene00021128,History: N.A.
WBGene00006730,1.620439892,7.67e-08,WBGene00006730,WBGene00006730,History: N.A.
WBGene00009264,1.620181443,1.14e-08,WBGene00009264,WBGene00009264,History: Renamed on 2023-07-10
WBGene00015511,1.619600987,0.000113848,WBGene00015511,WBGene00015511,History: N.A.
WBGene00007730,1.618902831,6.27e-06,WBGene00007730,WBGene00007730,History: N.A.
WBGene00009680,1.615721542,2.45e-06,WBGene00009680,WBGene00009680,History: N.A.
WBGene00020262,1.615185355,3.28e-10,WBGene00020262,WBGene00020262,History: N.A.
WBGene00012765,1.615171136,1.96e-08,WBGene00012765,WBGene00012765,History: N.A.
WBGene00000269,1.614836809,4.12e-05,WBGene00000269,WBGene00000269,History: N.A.
WBGene00020968,1.614425245,1.12e-09,WBGene00020968,WBGene00020970,"History: Merged into ""WBGene00020970"" on 2017-03-03"
WBGene00008346,1.613896653,0.000142805,WBGene00008346,WBGene00008346,History: N.A.
WBGene00013227,1.613486676,3.75e-08,WBGene00013227,WBGene00013227,History: N.A.
WBGene00003922,1.610522293,9.36e-09,WBGene00003922,WBGene00003922,History: N.A.
WBGene00195186,1.610411055,7.25e-08,WBGene00195186,WBGene00195186,History: N.A.
WBGene00007923,1.608655105,9.72e-06,WBGene00007923,WBGene00007923,History: N.A.
WBGene00022450,1.608545394,1.09e-07,WBGene00022450,WBGene00022450,History: N.A.
WBGene00017851,1.606440867,9.35e-05,WBGene00017851,WBGene00017851,History: N.A.
WBGene00008457,1.604084663,4.2e-06,WBGene00008457,WBGene00008457,History: N.A.
WBGene00017393,1.600441974,3.39e-05,WBGene00017393,WBGene00017393,History: N.A.
WBGene00015648,1.599338723,7.15e-06,WBGene00015648,WBGene00015648,History: N.A.
WBGene00004266,1.598953528,3.82e-10,WBGene00004266,WBGene00004266,History: N.A.
WBGene00001489,1.598453285,1.24e-06,WBGene00001489,WBGene00001489,History: N.A.
WBGene00018419,1.595942816,9.28e-06,WBGene00018419,WBGene00018419,History: N.A.
WBGene00012716,1.595820522,6.16e-07,WBGene00012716,WBGene00012716,History: N.A.
WBGene00017734,1.595751273,1.26e-07,WBGene00017734,WBGene00017734,History: N.A.
WBGene00000102,1.594660522,6.95e-09,WBGene00000102,WBGene00000102,History: N.A.
WBGene00022530,1.591572491,0.000175603,WBGene00022530,WBGene00022530,History: N.A.
WBGene00008013,1.591563166,7.4e-05,WBGene00008013,WBGene00008013,History: N.A.
WBGene00021208,1.5915059,1.09e-06,WBGene00021208,WBGene00021208,History: N.A.
WBGene00021562,1.591425178,1.95e-09,WBGene00021562,WBGene00021562,History: Renamed on 2008-02-26; Renamed on 2023-01-16
WBGene00013551,1.591296842,1.79e-05,WBGene00013551,WBGene00013551,History: N.A.
WBGene00009294,1.591024096,4.12e-05,WBGene00009294,WBGene00009294,History: N.A.
WBGene00012701,1.589838364,2.78e-05,WBGene00012701,WBGene00012701,History: N.A.
WBGene00006057,1.589173376,0.000212358,WBGene00006057,WBGene00006057,History: N.A.
WBGene00019261,1.588984563,3.01e-08,WBGene00019261,WBGene00019261,History: N.A.
WBGene00235106,1.588036015,2.19e-08,WBGene00235106,WBGene00235106,History: N.A.
WBGene00022025,1.587674779,2.28e-06,WBGene00022025,WBGene00022025,History: N.A.
WBGene00044979,1.586562769,0.000318195,WBGene00044979,WBGene00044979,History: N.A.
WBGene00004875,1.584668025,5.01e-06,WBGene00004875,WBGene00004875,"History: Split into F47G4.14(WBGene00303058). History of WBGene00004875: Split into ""WBGene00303058"" on 2018-03-02"
WBGene00004075,1.584514442,2.69e-12,WBGene00004075,WBGene00004075,History: N.A.
WBGene00003014,1.581016987,0.000178927,WBGene00003014,WBGene00003014,History: N.A.
WBGene00022010,1.58081763,1.29e-08,WBGene00022010,WBGene00022010,History: N.A.
WBGene00013307,1.579400446,3.39e-11,WBGene00013307,WBGene00013307,History: N.A.
WBGene00012409,1.578899369,0.000445087,WBGene00012409,WBGene00012409,"History: Split into Y7A5A.24(WBGene00304823). History of WBGene00012409: Split into ""WBGene00304823"" on 2019-07-25"
WBGene00015820,1.577199506,8.72e-05,WBGene00015820,WBGene00015820,History: N.A.
WBGene00015558,1.575974763,0.000119209,WBGene00015558,WBGene00015558,History: N.A.
WBGene00009314,1.57264952,1.73e-07,WBGene00009314,WBGene00009314,History: N.A.
WBGene00010685,1.571408836,3.72e-11,WBGene00010685,WBGene00010685,History: Renamed on 2009-02-16
WBGene00010309,1.571098402,5.6e-08,WBGene00010309,WBGene00010309,"History: Split into F59B2.15(WBGene00185006). History of WBGene00010309: Split into ""WBGene00185006"" on 2009-02-27"
WBGene00002979,1.570969715,1.15e-07,WBGene00002979,WBGene00002979,History: N.A.
WBGene00021563,1.570453594,5.97e-09,WBGene00021563,WBGene00021563,History: N.A.
WBGene00011910,1.568171321,0.000208357,WBGene00011910,WBGene00011910,History: N.A.
WBGene00007694,1.567004418,0.000105868,WBGene00007694,WBGene00007694,History: N.A.
WBGene00011491,1.56537732,6.86e-08,WBGene00011491,WBGene00011491,History: N.A.
WBGene00004766,1.56273688,9.72e-09,WBGene00004766,WBGene00004766,History: Renamed on 2019-01-09
WBGene00045322,1.562242193,1.31e-06,WBGene00045322,WBGene00045322,History: N.A.
WBGene00003093,1.561546272,2.13e-10,WBGene00003093,WBGene00003093,History: N.A.
WBGene00007641,1.561383658,0.000286454,WBGene00007641,WBGene00007641,"History: Split into C17E4.12(WBGene00044769). History of WBGene00007641: Split into ""WBGene00044769"" on 2006-02-27"
WBGene00016170,1.560517644,1.74e-08,WBGene00016170,WBGene00016170,History: N.A.
WBGene00015744,1.559358522,1.01e-05,WBGene00015744,WBGene00015744,History: N.A.
WBGene00000923,1.557344024,1.79e-10,WBGene00000923,WBGene00000923,History: N.A.
WBGene00003435,1.557235285,7.46e-06,WBGene00003435,WBGene00003435,History: N.A.
WBGene00020659,1.556896953,0.000363936,WBGene00020659,WBGene00020659,History: N.A.
WBGene00009665,1.556758213,2.17e-05,WBGene00009665,WBGene00009665,History: N.A.
WBGene00019024,1.556175421,2.81e-06,WBGene00019024,WBGene00019024,History: N.A.
WBGene00000865,1.555614422,2.24e-10,WBGene00000865,WBGene00000865,History: N.A.
WBGene00002055,1.554959334,5.33e-07,WBGene00002055,WBGene00002055,History: N.A.
WBGene00008235,1.554793879,1.86e-05,WBGene00008235,WBGene00008235,History: N.A.
WBGene00004971,1.553772325,8.89e-05,WBGene00004971,WBGene00004971,History: N.A.
WBGene00010194,1.553285072,6.12e-09,WBGene00010194,WBGene00010194,History: N.A.
WBGene00001941,1.553229771,1.28e-05,WBGene00001941,WBGene00001941,History: N.A.
WBGene00004466,1.549324595,8.39e-12,WBGene00004466,WBGene00004466,History: N.A.
WBGene00004492,1.548579245,1.09e-06,WBGene00004492,WBGene00004492,History: N.A.
WBGene00001303,1.547254754,4.5e-06,WBGene00001303,WBGene00001303,History: Renamed on 2019-05-20
WBGene00005552,1.54705096,0.000360934,WBGene00005552,WBGene00005552,History: N.A.
WBGene00044634,1.54502771,0.000565638,WBGene00044634,WBGene00044634,History: N.A.
WBGene00015642,1.544751519,1.08e-07,WBGene00015642,WBGene00015642,History: N.A.
WBGene00022718,1.544710453,8.15e-11,WBGene00022718,WBGene00022718,History: N.A.
WBGene00020022,1.543815731,9.4e-08,WBGene00020022,WBGene00020022,History: N.A.
WBGene00012996,1.54339106,0.000127659,WBGene00012996,WBGene00012996,History: N.A.
WBGene00010850,1.543252102,1.98e-05,WBGene00010850,WBGene00010850,History: N.A.
WBGene00004322,1.543080483,3.55e-10,WBGene00004322,WBGene00004322,History: N.A.
WBGene00235159,1.540230565,6.95e-10,WBGene00235159,WBGene00235159,History: N.A.
WBGene00012871,1.539997269,3.13e-05,WBGene00012871,WBGene00012871,History: N.A.
WBGene00007020,1.538799503,5.94e-06,WBGene00007020,WBGene00007020,History: N.A.
WBGene00018819,1.537942437,6.76e-06,WBGene00018819,WBGene00018819,History: Renamed on 2011-05-06
WBGene00007381,1.537099818,0.000287344,WBGene00007381,WBGene00007381,History: N.A.
WBGene00015713,1.534775772,1.02e-10,WBGene00015713,WBGene00015713,History: N.A.
WBGene00002196,1.533328423,2.65e-08,WBGene00002196,WBGene00002196,History: N.A.
WBGene00012317,1.532873781,0.000671397,WBGene00012317,WBGene00012317,History: Renamed on 2015-07-03
WBGene00009959,1.53170479,5.72e-07,WBGene00009959,WBGene00009959,History: N.A.
WBGene00194912,1.530863304,0.000139349,WBGene00194912,WBGene00194912,History: N.A.
WBGene00019341,1.529588128,7.94e-07,WBGene00019341,WBGene00019341,History: N.A.
WBGene00011006,1.528441585,7.7e-08,WBGene00011006,WBGene00011006,"History: Split into C08B6.14(WBGene00044044). History of WBGene00011006: Split into ""WBGene00044080"" on 2005-01-05"
WBGene00018700,1.527723277,1.59e-10,WBGene00018700,WBGene00018700,History: Renamed on 2014-08-08
WBGene00014139,1.525475391,1.16e-06,WBGene00014139,WBGene00014139,History: N.A.
WBGene00016260,1.524534322,0.00015866,WBGene00016260,WBGene00016260,History: N.A.
WBGene00019940,1.524080261,6.35e-11,WBGene00019940,WBGene00019940,History: N.A.
WBGene00008530,1.52227092,6.2e-05,WBGene00008530,WBGene00008530,History: N.A.
WBGene00004754,1.52224548,1.09e-08,WBGene00004754,WBGene00004754,History: N.A.
WBGene00018361,1.519266455,2.43e-06,WBGene00018361,WBGene00018361,History: N.A.
WBGene00003956,1.517185445,5.8e-07,WBGene00003956,WBGene00003956,History: N.A.
WBGene00017125,1.51708947,8.98e-08,WBGene00017125,WBGene00017125,History: N.A.
WBGene00012357,1.515631226,0.000264877,WBGene00012357,WBGene00012357,History: N.A.
WBGene00015344,1.515298749,8.16e-09,WBGene00015344,WBGene00015344,History: N.A.
WBGene00009783,1.51416993,8.29e-09,WBGene00009783,WBGene00009783,History: N.A.
WBGene00022783,1.512835528,1.76e-07,WBGene00022783,WBGene00022783,History: N.A.
WBGene00016415,1.512186868,8.27e-07,WBGene00016415,WBGene00016415,History: N.A.
WBGene00010913,1.511860785,5.47e-05,WBGene00010913,WBGene00010913,History: N.A.
WBGene00009459,1.51132949,0.000134401,WBGene00009459,WBGene00009459,"History: Split into F36A2.14(WBGene00023490). History of WBGene00009459: Split into ""WBGene00023490"" on 2004-08-20"
WBGene00000988,1.511217658,8.56e-06,WBGene00000988,WBGene00000988,History: N.A.
WBGene00013985,1.51101998,3.42e-13,WBGene00013985,WBGene00013985,History: Renamed on 2019-09-11
WBGene00008532,1.509331008,4.28e-10,WBGene00008532,WBGene00008532,History: N.A.
WBGene00003462,1.50822502,0.002313382,WBGene00003462,WBGene00003462,History: N.A.
WBGene00019546,1.505432431,1.85e-05,WBGene00019546,WBGene00019546,History: N.A.
WBGene00010493,1.501665532,0.000398869,WBGene00010493,WBGene00010493,History: N.A.
WBGene00019920,1.50069869,1.13e-05,WBGene00019920,WBGene00019920,History: N.A.
WBGene00006720,1.500238456,3.49e-08,WBGene00006720,WBGene00006720,History: N.A.
WBGene00022101,1.499232386,1.99e-09,WBGene00022101,WBGene00022101,History: N.A.
WBGene00016244,1.498847939,5.21e-05,WBGene00016244,WBGene00016244,History: N.A.
WBGene00015991,1.498603571,7.77e-05,WBGene00015991,WBGene00015991,History: N.A.
WBGene00006572,1.497700336,0.000119424,WBGene00006572,WBGene00006572,History: N.A.
WBGene00007725,1.496528904,8.55e-05,WBGene00007725,WBGene00007725,History: N.A.
WBGene00000159,1.495446302,9.11e-08,WBGene00000159,WBGene00000159,History: N.A.
WBGene00001635,1.494932745,6.18e-12,WBGene00001635,WBGene00001635,History: N.A.
WBGene00015783,1.493602619,2.9e-05,WBGene00015783,WBGene00015783,History: N.A.
WBGene00010160,1.491404101,7.53e-07,WBGene00010160,WBGene00010160,History: N.A.
WBGene00045355,1.485244655,0.0004177,WBGene00045355,WBGene00045355,History: N.A.
WBGene00008566,1.485065322,0.000888957,WBGene00008566,WBGene00008566,History: Renamed on 2017-01-05
WBGene00008480,1.483046301,7.52e-08,WBGene00008480,WBGene00008480,History: N.A.
WBGene00001574,1.482685523,4.98e-09,WBGene00001574,WBGene00001574,History: N.A.
WBGene00004109,1.48247865,2.63e-06,WBGene00004109,WBGene00004109,History: N.A.
WBGene00016574,1.481177523,0.000596858,WBGene00016574,WBGene00016574,History: N.A.
WBGene00003009,1.479478085,5.66e-10,WBGene00003009,WBGene00003009,History: N.A.
WBGene00016331,1.479285757,6.75e-08,WBGene00016331,WBGene00016331,History: N.A.
WBGene00003460,1.47876685,0.000177475,WBGene00003460,WBGene00003460,History: N.A.
WBGene00044402,1.478553117,3.89e-05,WBGene00044402,WBGene00044402,"History: Split into Y82E9BL.19(WBGene00194735). History of WBGene00044402: Split into ""WBGene00194735"" on 2009-08-21"
WBGene00000206,1.477940187,6.67e-08,WBGene00000206,WBGene00000206,History: N.A.
WBGene00000100,1.474945472,1.38e-08,WBGene00000100,WBGene00000100,History: N.A.
WBGene00007144,1.474849273,7.64e-08,WBGene00007144,WBGene00007144,History: N.A.
WBGene00001930,1.472394745,3.27e-08,WBGene00001930,WBGene00001930,History: N.A.
WBGene00004000,1.472193232,2.25e-07,WBGene00004000,WBGene00004000,History: N.A.
