ProbeName,Fold change([1] vs Zero),Regulation([1] vs Zero),[1](normalized),Common name,gene,Description,GenbankAccession,ControlType,fold change,Input,Suggested Match,History,Input,Suggested Match,History
A_12_P111971,2.8754559,up,1.5237907,F27D9.6,F27D9.6,,,FALSE,1.5237907,,,,,,
A_12_P101892,2.3160987,up,1.2116967,F27E5.3,F27E5.3,homeobox domain [F27E5.3],,FALSE,1.2116967,,,,,,
A_12_P101108,6.3589525,up,2.6687891,F27E5.4,F27E5.4,growth arrest protein extracellular domain [F27E5.4],,FALSE,2.6687891,,,,,,
A_12_P105491,3.5080128,up,1.810654,F28A12.2,F28A12.2,,,FALSE,1.810654,,,,,,
A_12_P113658,3.9613936,up,1.986008,F28B1.1,F28B1.1,,,FALSE,1.986008,,,,,,
A_12_P118690,7.982131,up,2.996774,F28C6.5,F28C6.5,,,FALSE,2.996774,,,,,,
A_12_P105990,5.7525625,up,2.5242047,F28D1.9.2,F28D1.9.2,fatty acid transport protein [F28D1.9.2],,FALSE,2.5242047,,,,,,
A_12_P111695,3.9321156,up,1.9753057,F28F8.2.4,F28F8.2.4,long-chain-fatty-acid-CoA ligase [F28F8.2.4],,FALSE,1.9753057,,,,,,
A_12_P105902,2.3907382,up,1.2574562,F28F9.1.1,F28F9.1.1,zinc-finger homeodomain protein [F28F9.1.1],,FALSE,1.2574562,,,,,,
A_12_P118805,3.5339785,up,1.8212932,F28G4.2,F28G4.2,,,FALSE,1.8212932,,,,,,
A_12_P114833,7.2714877,up,2.8622506,F28G4.4,F28G4.4,,,FALSE,2.8622506,,,,,,
A_12_P116212,2.6469607,up,1.4043368,F28H7.8,F28H7.8,,,FALSE,1.4043368,,,,,,
A_12_P102307,8.126986,up,3.0227203,F29B9.9,F29B9.9,collagen [F29B9.9],,FALSE,3.0227203,,,,,,
A_12_P118132,9.27243,up,3.2129476,F29C12.1.1,F29C12.1.1,,,FALSE,3.2129476,,,,,,
A_12_P112621,2.8992436,up,1.5356766,F29D10.2,F29D10.2,,,FALSE,1.5356766,,,,,,
A_12_P106972,3.633749,up,1.8614588,F29D11.1,F29D11.1,low density lipid receptor-rlated protein [F29D11.1],,FALSE,1.8614588,,,,,,
A_12_P102183,12.690946,up,3.6657276,F29F11.2,F29F11.2,UDP-glucuronosyltransferase [F29F11.2],,FALSE,3.6657276,,,,,,
A_12_P118542,3.8523996,up,1.9457574,F29G6.1,F29G6.1,kazal-type proteinase inhibitor [F29G6.1],,FALSE,1.9457574,,,,,,
A_12_P113025,7.8781395,up,2.977855,F30B5.1,F30B5.1,cuticular collagen [F30B5.1],,FALSE,2.977855,,,,,,
A_12_P105616,2.0875862,up,1.0618358,F30B5.7,F30B5.7,,,FALSE,1.0618358,,,,,,
A_12_P105413,9.248615,up,3.2092373,F31B9.4,F31B9.4,,,FALSE,3.2092373,,,,,,
A_12_P105202,2.5921724,up,1.3741617,F31D4.5,F31D4.5,PH (pleckstrin  homology) domain [F31D4.5],,FALSE,1.3741617,,,,,,
A_12_P108692,2.7074926,up,1.4369574,F31D4.7,F31D4.7,,,FALSE,1.4369574,,,,,,
A_12_P103620,2.036556,up,1.0261315,F31E8.2a,F31E8.2a,Synaptotagmin [F31E8.2a],,FALSE,1.0261315,,,,,,
A_12_P108580,3.0307674,up,1.5996832,F31F4.11,F31F4.11,,,FALSE,1.5996832,,,,,,
A_12_P110513,3.2691438,up,1.7089128,F31F4.15,F31F4.15,,,FALSE,1.7089128,,,,,,
A_12_P108169,3.983694,up,1.9941069,F31F4.17,F31F4.17,,,FALSE,1.9941069,,,,,,
A_12_P108767,2.1638112,up,1.1135746,F31F6.4b,F31F6.4b,,,FALSE,1.1135746,,,,,,
A_12_P104626,4.4729657,up,2.1612318,F31F6.5,F31F6.5,,,FALSE,2.1612318,,,,,,
A_12_P119005,6.143311,up,2.6190164,F31F6.7,F31F6.7,lipase [F31F6.7],,FALSE,2.6190164,,,,,,
A_12_P103685,3.1695623,up,1.6642836,F32A11.6,F32A11.6,Zinc finger C-x8-C-x5-C-x3-H type (and similar). [F32A11.6],,FALSE,1.6642836,,,,,,
A_12_P114462,2.7898405,up,1.4801826,F32A5.4b,F32A5.4b,Immunodominant antigen [F32A5.4a],,FALSE,1.4801826,,,,,,
A_12_P112521,3.0359392,up,1.6021429,F32A5.4b,F32A5.4b,Immunodominant antigen [F32A5.4a],,FALSE,1.6021429,,,,,,
A_12_P100177,2.8487046,up,1.510306,F32A7.3b,F32A7.3b,G-protein coupled receptor [F32A7.3b],,FALSE,1.510306,,,,,,
A_12_P120381,2.8158462,up,1.4935685,F32D1.3,F32D1.3,,,FALSE,1.4935685,,,,,,
A_12_P107236,3.085947,up,1.6257133,F32D1.4,F32D1.4,,,FALSE,1.6257133,,,,,,
A_12_P118302,2.2456117,up,1.1671085,F32D8.1,F32D8.1,calcium/calmodulin dependent protein kinase [F32D8.1],,FALSE,1.1671085,,,,,,
A_12_P100148,3.7520473,up,1.907678,F32D8.3,F32D8.3,,,FALSE,1.907678,,,,,,
A_12_P109192,5.029408,up,2.3303885,F32D8.7,F32D8.7,Kunitz/Bovine pancreatic trypsin inhibitor domain [F32D8.7],,FALSE,2.3303885,,,,,,
A_12_P102117,8.064468,up,3.0115795,F32E10.3,F32E10.3,LDL-receptor ligand-binding repeat [F32E10.3],,FALSE,3.0115795,,,,,,
A_12_P107092,2.6164367,up,1.3876034,F32G8.2,F32G8.2,,,FALSE,1.3876034,,,,,,
A_12_P119501,3.1027498,up,1.6335474,F32G8.5,F32G8.5,collagen [F32G8.5],,FALSE,1.6335474,,,,,,
A_12_P104302,2.2313511,up,1.1579175,F32H2.5,F32H2.5,fatty acid synthase [F32H2.5],,FALSE,1.1579175,,,,,,
A_12_P120044,3.9075055,up,1.9662479,F33A8.10,F33A8.10,,,FALSE,1.9662479,,,,,,
A_12_P102445,10.6859045,up,3.417637,F33D11.3,F33D11.3,collagen [F33D11.3],,FALSE,3.417637,,,,,,
A_12_P103489,10.840138,up,3.4383113,F33D4.6a.1,F33D4.6a.1,,,FALSE,3.4383113,,,,,,
A_12_P108022,12.48946,up,3.6426392,F33D4.6b,F33D4.6b,,,FALSE,3.6426392,,,,,,
A_12_P118157,2.2159255,up,1.1479093,F33G12.6a,F33G12.6a,,,FALSE,1.1479093,,,,,,
A_12_P106103,6.4951015,up,2.699352,F33H2.8,F33H2.8,,,FALSE,2.699352,,,,,,
A_12_P107623,4.1594057,up,2.0563774,F35A5.3,F35A5.3,,,FALSE,2.0563774,,,,,,
A_12_P114986,9.284563,up,3.214834,F35A5.5,F35A5.5,,,FALSE,3.214834,,,,,,
A_12_P106065,4.843469,up,2.2760408,F35B3.4,F35B3.4,,,FALSE,2.2760408,,,,,,
A_12_P106703,3.7713313,up,1.9150739,F35C5.10,F35C5.10,,,FALSE,1.9150739,,,,,,
A_12_P107610,3.815531,up,1.9318838,F35D11.2a,F35D11.2a,,,FALSE,1.9318838,,,,,,
A_12_P101689,9.140269,up,3.1922367,F35D11.7,F35D11.7,,,FALSE,3.1922367,,,,,,
A_12_P106345,9.009147,up,3.1713905,F35D11.8,F35D11.8,,,FALSE,3.1713905,,,,,,
A_12_P100626,3.88073,up,1.956328,F35D11.9,F35D11.9,,,FALSE,1.956328,,,,,,
A_12_P106039,16.519773,up,4.046122,F35D2.2,F35D2.2,,,FALSE,4.046122,,,,,,
A_12_P102503,2.3226597,up,1.2157778,F35D2.4,F35D2.4,,,FALSE,1.2157778,,,,,,
A_12_P113350,2.7876275,up,1.4790378,F35D2.5a,F35D2.5a,transcriptional activator HAP4 and regulatory domain of BCR and P85A [F35D2.5a],,FALSE,1.4790378,,,,,,
A_12_P120097,2.2598836,up,1.1762484,F35D2.5c.2,F35D2.5c.2,,,FALSE,1.1762484,,,,,,
A_12_P106490,2.6001914,up,1.3786178,F35E2.5,F35E2.5,,,FALSE,1.3786178,,,,,,
A_12_P119949,2.9400196,up,1.5558258,F35F10.6,F35F10.6,,,FALSE,1.5558258,,,,,,
A_12_P112493,2.7544222,up,1.4617497,F35F10.7,F35F10.7,,,FALSE,1.4617497,,,,,,
A_12_P114289,2.1478617,up,1.1029011,F35G12.6,F35G12.6,,,FALSE,1.1029011,,,,,,
A_12_P107246,4.548444,up,2.185373,F35G2.4.1,F35G2.4.1,prolyl 4-hydroxylase alpha subunit [F35G2.4.1],,FALSE,2.185373,,,,,,
A_12_P118515,7.972211,up,2.9949799,F35G2.5,F35G2.5,,,FALSE,2.9949799,,,,,,
A_12_P115033,3.8497136,up,1.9447511,F35H10.10,F35H10.10,,,FALSE,1.9447511,,,,,,
A_12_P120050,3.0101135,up,1.5898179,F35H8.2,F35H8.2,,,FALSE,1.5898179,,,,,,
A_12_P104257,4.1311183,up,2.0465324,F36A2.3,F36A2.3,,,FALSE,2.0465324,,,,,,
A_12_P105045,2.75885,up,1.4640671,F36A4.10,F36A4.10,cuticular collagen [F36A4.10],,FALSE,1.4640671,,,,,,
A_12_P102822,5.5392165,up,2.469682,F36A4.6,F36A4.6,cuticular collagen [F36A4.6],,FALSE,2.469682,,,,,,
A_12_P102384,5.07141,up,2.342387,F36D1.8,F36D1.8,,,FALSE,2.342387,,,,,,
A_12_P108842,3.4224496,up,1.7750293,F36D4.6,F36D4.6,,,FALSE,1.7750293,,,,,,
A_12_P108594,5.2442303,up,2.390731,F36F12.5,F36F12.5,,,FALSE,2.390731,,,,,,
A_12_P105977,5.5383554,up,2.4694576,F36F12.6,F36F12.6,,,FALSE,2.4694576,,,,,,
A_12_P103211,2.3455055,up,1.2298988,F36F2.1,F36F2.1,,,FALSE,1.2298988,,,,,,
A_12_P119364,5.247711,up,2.3916883,F36G9.11,F36G9.11,Lectin C-type domain [F36G9.11],,FALSE,2.3916883,,,,,,
A_12_P108517,3.0880163,up,1.6266804,F36H1.11,F36H1.11,,,FALSE,1.6266804,,,,,,
A_12_P105001,5.0182066,up,2.3271718,F36H2.3b,F36H2.3b,Complement factor H precursor like [F36H2.3b],,FALSE,2.3271718,,,,,,
A_12_P114011,3.4644458,up,1.7926246,F36H5.6,F36H5.6,,,FALSE,1.7926246,,,,,,
A_12_P119756,2.9783514,up,1.5745139,F36H9.2,F36H9.2,,,FALSE,1.5745139,,,,,,
A_12_P118729,4.0825706,up,2.0294778,F36H9.5,F36H9.5,,,FALSE,2.0294778,,,,,,
A_12_P116527,2.9904764,up,1.5803753,F37A4.3,F37A4.3,,,FALSE,1.5803753,,,,,,
A_12_P107344,2.2226264,up,1.1522654,F37A4.5,F37A4.5,,,FALSE,1.1522654,,,,,,
A_12_P117042,5.8862524,up,2.5573494,F37A8.5,F37A8.5,,,FALSE,2.5573494,,,,,,
A_12_P108483,2.0819745,up,1.0579524,F37B12.1,F37B12.1,,,FALSE,1.0579524,,,,,,
A_12_P118479,2.1774695,up,1.1226525,F37C4.3,F37C4.3,,,FALSE,1.1226525,,,,,,
A_12_P103127,2.635572,up,1.3981161,F37C4.4a,F37C4.4a,,,FALSE,1.3981161,,,,,,
A_12_P120074,2.6028786,up,1.380108,F37C4.4b.2,F37C4.4b.2,,,FALSE,1.380108,,,,,,
A_12_P111079,2.477581,up,1.3089323,F37H8.3,F37H8.3,haloacid dehalogenase-like hydrolase [F37H8.3],,FALSE,1.3089323,,,,,,
A_12_P107945,2.1303456,up,1.0910875,F38A5.12,F38A5.12,,,FALSE,1.0910875,,,,,,
A_12_P107621,2.313208,up,1.2098951,F38A6.2,F38A6.2,"WD domain, G-beta repeat [F38A6.2]",,FALSE,1.2098951,,,,,,
A_12_P118834,6.1616135,up,2.6233082,F38A6.4,F38A6.4,,,FALSE,2.6233082,,,,,,
A_12_P104415,2.1865242,up,1.1286393,F38B2.2,F38B2.2,,,FALSE,1.1286393,,,,,,
A_12_P119839,3.4392262,up,1.782084,F38B6.1,F38B6.1,,,FALSE,1.782084,,,,,,
A_12_P118517,5.93069,up,2.5681999,F38B6.5a,F38B6.5a,cuticular collagen [F38B6.5a],,FALSE,2.5681999,,,,,,
A_12_P103691,3.8015354,up,1.9265822,F38B6.5a,F38B6.5a,cuticular collagen [F38B6.5a],,FALSE,1.9265822,,,,,,
A_12_P115030,6.993616,up,2.8060386,F38B6.7,F38B6.7,,,FALSE,2.8060386,,,,,,
A_12_P109955,4.6734858,up,2.224499,F38E11.2,F38E11.2,alpha-B-crystallin [F38E11.2],,FALSE,2.224499,,,,,,
A_12_P112165,5.1142845,up,2.3545325,F38E11.4,F38E11.4,,,FALSE,2.3545325,,,,,,
A_12_P104944,4.10047,up,2.0357893,F38E11.7,F38E11.7,,,FALSE,2.0357893,,,,,,
A_12_P105035,2.9749753,up,1.5728778,F38G1.1.1,F38G1.1.1,G-beta-repeats [F38G1.1.1],,FALSE,1.5728778,,,,,,
A_12_P104420,3.494401,up,1.8050451,F39B3.3,F39B3.3,POL Polyprotein (reverse transcriptase) [K02A2.6],,FALSE,1.8050451,,,,,,
A_12_P107592,2.9358928,up,1.5537993,F39C12.3a,F39C12.3a,transpanin [F39C12.3a],,FALSE,1.5537993,,,,,,
A_12_P100809,5.054447,up,2.3375533,F39C12.3b.1,F39C12.3b.1,,,FALSE,2.3375533,,,,,,
A_12_P116301,2.3509176,up,1.2332239,F39D8.1b,F39D8.1b,,,FALSE,1.2332239,,,,,,
A_12_P108991,3.9796681,up,1.9926481,F39D8.3,F39D8.3,carbonic anhydrase like [F39D8.3],,FALSE,1.9926481,,,,,,
A_12_P117279,8.962976,up,3.1639779,F39H12.4,F39H12.4,,,FALSE,3.1639779,,,,,,
A_12_P113250,2.209489,up,1.1437129,F39H2.1.1,F39H2.1.1,,,FALSE,1.1437129,,,,,,
A_12_P117300,5.499166,up,2.4592128,F40C5.3,F40C5.3,,,FALSE,2.4592128,,,,,,
A_12_P119636,3.680071,up,1.8797337,F40E10.5,F40E10.5,,,FALSE,1.8797337,,,,,,
A_12_P112520,2.3955457,up,1.2603544,F40E10.6.1,F40E10.6.1,,,FALSE,1.2603544,,,,,,
A_12_P107906,4.1265016,up,2.0449193,F40F12.4,F40F12.4,,,FALSE,2.0449193,,,,,,
A_12_P103999,2.3678286,up,1.2435646,F40F8.4,F40F8.4,,,FALSE,1.2435646,,,,,,
A_12_P114752,4.3902273,up,2.1342957,F40F9.10.1,F40F9.10.1,,,FALSE,2.1342957,,,,,,
A_12_P112443,4.0997205,up,2.0355256,F40H3.3,F40H3.3,,,FALSE,2.0355256,,,,,,
A_12_P103269,9.16326,up,3.195861,F41A4.1,F41A4.1,,,FALSE,3.195861,,,,,,
A_12_P118883,5.3685455,up,2.4245312,F41B4.3,F41B4.3,,,FALSE,2.4245312,,,,,,
A_12_P120207,3.653264,up,1.869186,F41C3.11,F41C3.11,,,FALSE,1.869186,,,,,,
A_12_P103622,2.4253814,up,1.2782116,F41C3.2.3,F41C3.2.3,Sodium/phosphate transporter protein [F41C3.2.3],,FALSE,1.2782116,,,,,,
A_12_P103437,2.2418118,up,1.1646651,F41C6.1.2,F41C6.1.2,,,FALSE,1.1646651,,,,,,
A_12_P100941,7.013293,up,2.810092,F41C6.5,F41C6.5,cuticular collagen [F41C6.5],,FALSE,2.810092,,,,,,
A_12_P104258,2.148564,up,1.1033728,F41D9.5,F41D9.5,sulfate permease [F41D9.5],,FALSE,1.1033728,,,,,,
A_12_P103442,3.9545655,up,1.9835192,F41E6.11,F41E6.11,,,FALSE,1.9835192,,,,,,
A_12_P109474,3.7178948,up,1.894486,F41E6.12,F41E6.12,,,FALSE,1.894486,,,,,,
A_12_P109276,4.2292776,up,2.0804112,F41E6.14,F41E6.14,,,FALSE,2.0804112,,,,,,
A_12_P105493,2.3867197,up,1.2550291,F41E6.2,F41E6.2,,,FALSE,1.2550291,,,,,,
A_12_P112758,2.5244153,up,1.3359493,F41E6.6.2,F41E6.6.2,cysteine protease and a protease inhibitor [F41E6.6.2],,FALSE,1.3359493,,,,,,
A_12_P117978,2.1038287,up,1.0730172,F41E7.5,F41E7.5,collagen-like repeats [F41E7.5],,FALSE,1.0730172,,,,,,
A_12_P109187,5.5427065,up,2.4705906,F41E7.9,F41E7.9,,,FALSE,2.4705906,,,,,,
A_12_P115818,6.0662413,up,2.600803,F41F3.3.1,F41F3.3.1,cuticlin [F41F3.3.1],,FALSE,2.600803,,,,,,
A_12_P100753,2.1867619,up,1.1287961,F41G3.1.2,F41G3.1.2,,,FALSE,1.1287961,,,,,,
A_12_P119485,2.067647,up,1.0479898,F41G3.12,F41G3.12,,,FALSE,1.0479898,,,,,,
A_12_P100575,6.309393,up,2.6575012,F41G3.2,F41G3.2,,,FALSE,2.6575012,,,,,,
A_12_P102498,4.5674543,up,2.1913903,F41G3.3,F41G3.3,calcium channel protein alpha-1 chain isoform (PIR:A41098) (weak) [F41G3.3],,FALSE,2.1913903,,,,,,
A_12_P115633,2.2112994,up,1.1448944,F42A6.2,F42A6.2,,,FALSE,1.1448944,,,,,,
A_12_P116773,3.3491871,up,1.743811,F42C5.7,F42C5.7,,,FALSE,1.743811,,,,,,
A_12_P109339,2.598815,up,1.3778539,F42F12.6,F42F12.6,,,FALSE,1.3778539,,,,,,
A_12_P107617,2.3150008,up,1.2110127,F42F12.7,F42F12.7,,,FALSE,1.2110127,,,,,,
A_12_P102992,2.8358982,up,1.5038058,F42F12.8.2,F42F12.8.2,,,FALSE,1.5038058,,,,,,
A_12_P104746,7.0192957,up,2.8113263,F42G9.2,F42G9.2,,,FALSE,2.8113263,,,,,,
A_12_P116623,2.4655352,up,1.3019009,F42G9.9d,F42G9.9d,,,FALSE,1.3019009,,,,,,
A_12_P110138,3.9871776,up,1.9953679,F43C11.12,F43C11.12,,,FALSE,1.9953679,,,,,,
A_12_P107529,5.756025,up,2.5250728,F43C11.2,F43C11.2,,,FALSE,2.5250728,,,,,,
A_12_P112185,4.220454,up,2.0773983,F43C11.8,F43C11.8,,,FALSE,2.0773983,,,,,,
A_12_P111510,5.1388435,up,2.3614438,F43D9.1,F43D9.1,Band 4.1 domain [F43D9.1],,FALSE,2.3614438,,,,,,
A_12_P120166,2.167471,up,1.1160126,F43E2.4,F43E2.4,membrane transport protein [F43E2.4],,FALSE,1.1160126,,,,,,
A_12_P114614,2.2260954,up,1.1545154,F43E2.8.3,F43E2.8.3,heat shock protein [F43E2.8.3],,FALSE,1.1545154,,,,,,
A_12_P110137,2.0506861,up,1.0361067,F44A2.5b.1,F44A2.5b.1,,,FALSE,1.0361067,,,,,,
A_12_P114473,2.6798823,up,1.4221697,F44A6.5,F44A6.5,,,FALSE,1.4221697,,,,,,
A_12_P107525,4.516848,up,2.1753163,F44B9.1b,F44B9.1b,acylamino-acid-releasing enzyme [F44B9.1a.2],,FALSE,2.1753163,,,,,,
A_12_P114754,4.0757713,up,2.0270731,F44C8.7,F44C8.7,,,FALSE,2.0270731,,,,,,
A_12_P117085,9.997044,up,3.3215015,F44E2.4.2,F44E2.4.2,,,FALSE,3.3215015,,,,,,
A_12_P101370,2.625228,up,1.3924427,F44E7.3,F44E7.3,,,FALSE,1.3924427,,,,,,
A_12_P115720,2.3363812,up,1.2242757,F44E7.6,F44E7.6,,,FALSE,1.2242757,,,,,,
A_12_P110907,2.0983396,up,1.0692482,F44F4.3,F44F4.3,,,FALSE,1.0692482,,,,,,
A_12_P106671,6.7966895,up,2.7648323,F44F4.6,F44F4.6,"beta-1,6-N-acetylglucosaminyltransferase [F44F4.6]",,FALSE,2.7648323,,,,,,
A_12_P119398,2.0828466,up,1.0585567,F44G3.6.2,F44G3.6.2,,,FALSE,1.0585567,,,,,,
A_12_P107915,2.2413037,up,1.1643381,F44G4.8.1,F44G4.8.1,protein tyrosine phosphatase [F44G4.8.1],,FALSE,1.1643381,,,,,,
A_12_P112280,7.8042197,up,2.9642544,F45B8.3,F45B8.3,,,FALSE,2.9642544,,,,,,
A_12_P118034,5.233744,up,2.3878434,F45D3.2,F45D3.2,,,FALSE,2.3878434,,,,,,
A_12_P108009,2.7180774,up,1.4425865,F45D3.3,F45D3.3,,,FALSE,1.4425865,,,,,,
A_12_P110356,3.3942919,up,1.7631106,F45D3.4,F45D3.4,,,FALSE,1.7631106,,,,,,
A_12_P112999,2.2459006,up,1.1672941,F45E1.3,F45E1.3,,,FALSE,1.1672941,,,,,,
A_12_P116959,2.371994,up,1.2461004,F45E1.6.1,F45E1.6.1,Histone H3 [F45E1.6.1],,FALSE,1.2461004,,,,,,
A_12_P101614,3.7623115,up,1.9116193,F45E4.1,F45E4.1,ADP-ribosylation factor [F45E4.1],,FALSE,1.9116193,,,,,,
A_12_P116480,6.045357,up,2.5958276,F45E4.7c,F45E4.7c,,,FALSE,2.5958276,,,,,,
A_12_P104251,2.366887,up,1.2429909,F45E4.8.2,F45E4.8.2,,,FALSE,1.2429909,,,,,,
A_12_P117961,2.4466257,up,1.2907934,F45F2.12,F45F2.12,histone H2B [F45F2.12],,FALSE,1.2907934,,,,,,
A_12_P105113,3.0495965,up,1.6086184,F45G2.1,F45G2.1,zinc metallopeptidase (M12A family) [F45G2.1],,FALSE,1.6086184,,,,,,
A_12_P116727,4.0428276,up,2.0153646,F45G2.5,F45G2.5,,,FALSE,2.0153646,,,,,,
A_12_P102716,2.1738646,up,1.1202621,F45H7.6,F45H7.6,Yeast ORF YKL162 [F45H7.6],,FALSE,1.1202621,,,,,,
A_12_P120268,7.366646,up,2.881008,F46A8.5,F46A8.5,,,FALSE,2.881008,,,,,,
A_12_P114160,2.079589,up,1.0562984,F46A8.6,F46A8.6,,,FALSE,1.0562984,,,,,,
A_12_P113276,2.2984083,up,1.2006351,F46A9.1,F46A9.1,,,FALSE,1.2006351,,,,,,
A_12_P116517,6.324783,up,2.661016,F46B3.17,F46B3.17,collagen [F46B3.17],,FALSE,2.661016,,,,,,
A_12_P118546,8.483516,up,3.0846622,F46B3.5,F46B3.5,,,FALSE,3.0846622,,,,,,
A_12_P107541,2.9154727,up,1.5437298,F46C5.2,F46C5.2,,,FALSE,1.5437298,,,,,,
A_12_P110942,6.5548015,up,2.712552,F46C8.2,F46C8.2,cuticle collagen [F46C8.2],,FALSE,2.712552,,,,,,
A_12_P117007,17.367746,up,4.1183386,F46C8.6,F46C8.6,cuticle collagen [F46C8.6],,FALSE,4.1183386,,,,,,
A_12_P119516,5.64418,up,2.496764,F46C8.8,F46C8.8,,,FALSE,2.496764,,,,,,
A_12_P110853,3.3699164,up,1.7527128,F46E10.9.2,F46E10.9.2,thioredoxin [F46E10.9.2],,FALSE,1.7527128,,,,,,
A_12_P107354,4.205511,up,2.0722811,F46F11.7,F46F11.7,,,FALSE,2.0722811,,,,,,
A_12_P105260,10.36118,up,3.3731165,F46F3.3,F46F3.3,,,FALSE,3.3731165,,,,,,
A_12_P107145,2.1946383,up,1.1339831,F46H5.5,F46H5.5,,,FALSE,1.1339831,,,,,,
A_12_P114419,6.267329,up,2.6478508,F46H5.6,F46H5.6,,,FALSE,2.6478508,,,,,,
A_12_P100775,2.3045137,up,1.2044624,F46H6.2c,F46H6.2c,,,FALSE,1.2044624,,,,,,
A_12_P103151,2.267002,up,1.1807857,F46H6.2c,F46H6.2c,,,FALSE,1.1807857,,,,,,
A_12_P105447,2.621101,up,1.3901728,F47A4.5,F47A4.5,patatin domain and ankyrin-like domain [F47A4.5],,FALSE,1.3901728,,,,,,
A_12_P119647,4.378528,up,2.130446,F47B10.5,F47B10.5,,,FALSE,2.130446,,,,,,
A_12_P109707,4.0531335,up,2.0190377,F47B10.7.1,F47B10.7.1,acyl-CoA-binding protein [F47B10.7.1],,FALSE,2.0190377,,,,,,
A_12_P106187,2.216841,up,1.1485053,F47B7.2a,F47B7.2a,,,FALSE,1.1485053,,,,,,
A_12_P111776,2.5508397,up,1.3509722,F47B7.2a,F47B7.2a,,,FALSE,1.3509722,,,,,,
A_12_P100918,2.4550192,up,1.2957343,F47B7.2b,F47B7.2b,,,FALSE,1.2957343,,,,,,
A_12_P100288,2.2003345,up,1.137723,F47B8.2,F47B8.2,,,FALSE,1.137723,,,,,,
A_12_P117640,3.9201503,up,1.970909,F47B8.5,F47B8.5,,,FALSE,1.970909,,,,,,
A_12_P104898,3.228957,up,1.6910682,F47D12.6,F47D12.6,,,FALSE,1.6910682,,,,,,
A_12_P107429,2.1596894,up,1.1108239,F47D2.5,F47D2.5,,,FALSE,1.1108239,,,,,,
A_12_P106307,4.492412,up,2.1674902,F47F6.3,F47F6.3,,,FALSE,2.1674902,,,,,,
A_12_P106860,2.717506,up,1.4422832,F47F6.4,F47F6.4,,,FALSE,1.4422832,,,,,,
A_12_P119378,2.3545802,up,1.2354698,F47G4.5,F47G4.5,,,FALSE,1.2354698,,,,,,
A_12_P119495,2.4283426,up,1.279972,F47G6.2,F47G6.2,,,FALSE,1.279972,,,,,,
A_12_P106740,7.8923016,up,2.980446,F47G9.3,F47G9.3,,,FALSE,2.980446,,,,,,
A_12_P118273,4.256162,up,2.089553,F48A11.1,F48A11.1,,,FALSE,2.089553,,,,,,
A_12_P102575,2.4680498,up,1.3033714,F48B9.4,F48B9.4,,,FALSE,1.3033714,,,,,,
A_12_P104406,3.718777,up,1.8948282,F48B9.5,F48B9.5,paired box protein [F48B9.5],,FALSE,1.8948282,,,,,,
A_12_P101967,2.3750043,up,1.2479302,F48C11.3,F48C11.3,,,FALSE,1.2479302,,,,,,
A_12_P103405,2.519918,up,1.3333768,F48E3.1a.1,F48E3.1a.1,"alpha-1,3-mannosyl-glycoprotein beta-1, 2-N-acetylglucosaminyltransferase I [F48E3.1a.1]",,FALSE,1.3333768,,,,,,
A_12_P111253,2.552147,up,1.3517114,F48E3.1a.1,F48E3.1a.1,"alpha-1,3-mannosyl-glycoprotein beta-1, 2-N-acetylglucosaminyltransferase I [F48E3.1a.1]",,FALSE,1.3517114,,,,,,
A_12_P114214,3.76992,up,1.914534,F48E8.1b.3,F48E8.1b.3,,,FALSE,1.914534,,,,,,
A_12_P115502,2.763697,up,1.4665993,F48F5.1,F48F5.1,Protein-tyrosine phosphatase [F48F5.1],,FALSE,1.4665993,,,,,,
A_12_P108336,2.3404648,up,1.2267951,F48F7.2.2,F48F7.2.2,syntaxin like [F48F7.2.2],,FALSE,1.2267951,,,,,,
A_12_P117685,4.309818,up,2.107627,F48F7.3,F48F7.3,,,FALSE,2.107627,,,,,,
A_12_P105681,12.204142,up,3.609299,F48G7.7,F48G7.7,,,FALSE,3.609299,,,,,,
A_12_P109172,2.035701,up,1.0255257,F49B2.1,F49B2.1,,,FALSE,1.0255257,,,,,,
A_12_P112226,2.9536297,up,1.562489,F49B2.5.2,F49B2.5.2,"Src homology domain 2, Src homology domain 3, protein tyrosine kinase (src subfamily) [F49B2.5.2]",,FALSE,1.562489,,,,,,
A_12_P103808,16.429619,up,4.038227,F49C12.2,F49C12.2,,,FALSE,4.038227,,,,,,
A_12_P101676,45.451157,up,5.506245,F49C12.4,F49C12.4,,,FALSE,5.506245,,,,,,
A_12_P106658,3.841066,up,1.9415067,F49C12.5a,F49C12.5a,,,FALSE,1.9415067,,,,,,
A_12_P102281,6.8573565,up,2.7776525,F49E10.2a,F49E10.2a,,,FALSE,2.7776525,,,,,,
A_12_P102850,2.2891393,up,1.1948053,F49E10.4a,F49E10.4a,,,FALSE,1.1948053,,,,,,
A_12_P120248,3.2791727,up,1.7133318,F49E10.5,F49E10.5,dehydrogenase [F49E10.5],,FALSE,1.7133318,,,,,,
A_12_P107542,6.1813025,up,2.6279109,F49E11.5,F49E11.5,testis-specific protein TPX-1 like [F49E11.5],,FALSE,2.6279109,,,,,,
A_12_P108058,9.943583,up,3.3137658,F49E11.6,F49E11.6,testis-specific protein TPX-1 like [F49E11.6],,FALSE,3.3137658,,,,,,
