WB.ID,GO.term,Input,Suggested Match,History
WBGene00003076,non-membrane-bounded organelle GO:0043228,WBGene00003076,WBGene00003076,History: N.A.
WBGene00003592,non-membrane-bounded organelle GO:0043228,WBGene00003592,WBGene00003592,History: N.A.
WBGene00008082,non-membrane-bounded organelle GO:0043228,WBGene00008082,WBGene00008082,"History: Split into fbxb-87(WBGene00043996). History of WBGene00008082: Split into ""WBGene00043996"" on 2004-11-08"
WBGene00000369,non-membrane-bounded organelle GO:0043228,WBGene00000369,WBGene00000369,History: N.A.
WBGene00012276,non-membrane-bounded organelle GO:0043228,WBGene00012276,WBGene00012276,History: N.A.
WBGene00001311,non-membrane-bounded organelle GO:0043228,WBGene00001311,WBGene00001311,History: N.A.
WBGene00010734,non-membrane-bounded organelle GO:0043228,WBGene00010734,WBGene00010734,History: N.A.
WBGene00002226,non-membrane-bounded organelle GO:0043228,WBGene00002226,WBGene00002226,History: N.A.
WBGene00004479,non-membrane-bounded organelle GO:0043228,WBGene00004479,WBGene00004479,History: N.A.
WBGene00004732,non-membrane-bounded organelle GO:0043228,WBGene00004732,WBGene00004732,History: N.A.
WBGene00194892,non-membrane-bounded organelle GO:0043228,WBGene00194892,WBGene00194892,History: N.A.
WBGene00016793,non-membrane-bounded organelle GO:0043228,WBGene00016793,WBGene00016793,History: N.A.
WBGene00011601,non-membrane-bounded organelle GO:0043228,WBGene00011601,WBGene00011601,History: N.A.
WBGene00006375,non-membrane-bounded organelle GO:0043228,WBGene00006375,WBGene00006375,History: N.A.
WBGene00006725,non-membrane-bounded organelle GO:0043228,WBGene00006725,WBGene00006725,History: N.A.
WBGene00006728,non-membrane-bounded organelle GO:0043228,WBGene00006728,WBGene00006728,History: N.A.
WBGene00004027,non-membrane-bounded organelle GO:0043228,WBGene00004027,WBGene00004027,History: N.A.
WBGene00006604,non-membrane-bounded organelle GO:0043228,WBGene00006604,WBGene00006604,History: N.A.
WBGene00004737,non-membrane-bounded organelle GO:0043228,WBGene00004737,WBGene00004737,History: N.A.
WBGene00020779,non-membrane-bounded organelle GO:0043228,WBGene00020779,WBGene00020779,History: N.A.
WBGene00004436,cytosolic large ribosomal subunit GO:0022625,WBGene00004436,WBGene00004436,History: N.A.
WBGene00004418,cytosolic large ribosomal subunit GO:0022625,WBGene00004418,WBGene00004418,History: N.A.
WBGene00004417,cytosolic large ribosomal subunit GO:0022625,WBGene00004417,WBGene00004417,History: N.A.
WBGene00004432,cytosolic large ribosomal subunit GO:0022625,WBGene00004432,WBGene00004432,History: N.A.
WBGene00004454,cytosolic large ribosomal subunit GO:0022625,WBGene00004454,WBGene00004454,History: Renamed on 2015-10-02
WBGene00004447,cytosolic large ribosomal subunit GO:0022625,WBGene00004447,WBGene00004447,History: N.A.
WBGene00004423,cytosolic large ribosomal subunit GO:0022625,WBGene00004423,WBGene00004423,History: N.A.
WBGene00004448,cytosolic large ribosomal subunit GO:0022625,WBGene00004448,WBGene00004448,History: N.A.
WBGene00004412,cytosolic large ribosomal subunit GO:0022625,WBGene00004412,WBGene00004412,History: Renamed on 2004-07-05
WBGene00004414,cytosolic large ribosomal subunit GO:0022625,WBGene00004414,WBGene00004414,History: N.A.
WBGene00004433,cytosolic large ribosomal subunit GO:0022625,WBGene00004433,WBGene00004433,History: N.A.
WBGene00004431,cytosolic large ribosomal subunit GO:0022625,WBGene00004431,WBGene00004431,History: N.A.
WBGene00013709,negative regulation of phosphorylation GO:0042326,WBGene00013709,WBGene00013709,History: N.A.
WBGene00001526,negative regulation of phosphorylation GO:0042326,WBGene00001526,WBGene00001526,History: N.A.
WBGene00020652,negative regulation of phosphorylation GO:0042326,WBGene00020652,WBGene00020652,History: N.A.
WBGene00007270,negative regulation of phosphorylation GO:0042326,WBGene00007270,WBGene00007270,History: N.A.
WBGene00000565,negative regulation of phosphorylation GO:0042326,WBGene00000565,WBGene00000565,History: Renamed on 2014-12-10
WBGene00020035,negative regulation of phosphorylation GO:0042326,WBGene00020035,WBGene00020035,History: N.A.
WBGene00004027,negative regulation of phosphorylation GO:0042326,WBGene00004027,WBGene00004027,History: N.A.
WBGene00004132,regulation of cellular amide metabolic process GO:0034248,WBGene00004132,WBGene00004132,History: Renamed on 2011-08-12; Renamed on 2011-08-12
WBGene00010484,regulation of cellular amide metabolic process GO:0034248,WBGene00010484,WBGene00010484,History: N.A.
WBGene00003783,regulation of cellular amide metabolic process GO:0034248,WBGene00003783,WBGene00003783,History: N.A.
WBGene00003038,regulation of cellular amide metabolic process GO:0034248,WBGene00003038,WBGene00003038,History: N.A.
WBGene00002244,regulation of cellular amide metabolic process GO:0034248,WBGene00002244,WBGene00002244,History: N.A.
WBGene00000935,regulation of cellular amide metabolic process GO:0034248,WBGene00000935,WBGene00000935,History: N.A.
WBGene00001481,regulation of cellular amide metabolic process GO:0034248,WBGene00001481,WBGene00001481,History: N.A.
WBGene00001401,regulation of cellular amide metabolic process GO:0034248,WBGene00001401,WBGene00001401,History: N.A.
WBGene00021697,regulation of cellular amide metabolic process GO:0034248,WBGene00021697,WBGene00021697,History: N.A.
WBGene00004478,regulation of cellular amide metabolic process GO:0034248,WBGene00004478,WBGene00004478,History: N.A.
WBGene00007784,regulation of cellular amide metabolic process GO:0034248,WBGene00007784,WBGene00007784,History: N.A.
WBGene00001402,regulation of cellular amide metabolic process GO:0034248,WBGene00001402,WBGene00001402,History: N.A.
WBGene00003864,regulation of cellular amide metabolic process GO:0034248,WBGene00003864,WBGene00003864,History: N.A.
WBGene00018391,regulation of cellular amide metabolic process GO:0034248,WBGene00018391,WBGene00018391,History: N.A.
WBGene00021466,regulation of cellular amide metabolic process GO:0034248,WBGene00021466,WBGene00021466,History: N.A.
WBGene00000772,regulation of cellular amide metabolic process GO:0034248,WBGene00000772,WBGene00000772,History: N.A.
WBGene00002059,regulation of cellular amide metabolic process GO:0034248,WBGene00002059,WBGene00002059,History: N.A.
WBGene00012738,regulation of cellular amide metabolic process GO:0034248,WBGene00012738,WBGene00012738,History: N.A.
WBGene00015007,regulation of cellular amide metabolic process GO:0034248,WBGene00015007,WBGene00015007,History: N.A.
WBGene00000369,regulation of cellular amide metabolic process GO:0034248,WBGene00000369,WBGene00000369,History: N.A.
WBGene00014176,regulation of cellular amide metabolic process GO:0034248,WBGene00014176,WBGene00014176,History: N.A.
WBGene00016113,regulation of cellular amide metabolic process GO:0034248,WBGene00016113,WBGene00016113,History: N.A.
WBGene00010054,regulation of cellular amide metabolic process GO:0034248,WBGene00010054,WBGene00010054,History: N.A.
WBGene00017087,regulation of cellular amide metabolic process GO:0034248,WBGene00017087,WBGene00017087,History: N.A.
WBGene00014221,regulation of cellular amide metabolic process GO:0034248,WBGene00014221,WBGene00014221,History: N.A.
WBGene00007969,cellular protein catabolic process GO:0044257,WBGene00007969,WBGene00007969,History: N.A.
WBGene00021733,cellular protein catabolic process GO:0044257,WBGene00021733,WBGene00021733,History: N.A.
WBGene00015842,cellular protein catabolic process GO:0044257,WBGene00015842,WBGene00015842,History: N.A.
WBGene00016158,cellular protein catabolic process GO:0044257,WBGene00016158,WBGene00016158,History: N.A.
WBGene00006722,cellular protein catabolic process GO:0044257,WBGene00006722,WBGene00006722,History: N.A.
WBGene00001215,cellular protein catabolic process GO:0044257,WBGene00001215,WBGene00001215,History: N.A.
WBGene00022069,cellular protein catabolic process GO:0044257,WBGene00022069,WBGene00022069,History: N.A.
WBGene00044542,cellular protein catabolic process GO:0044257,WBGene00044542,WBGene00044542,History: N.A.
WBGene00006996,cellular protein catabolic process GO:0044257,WBGene00006996,WBGene00006996,History: N.A.
WBGene00006709,cellular protein catabolic process GO:0044257,WBGene00006709,WBGene00006709,History: N.A.
WBGene00016803,cellular protein catabolic process GO:0044257,WBGene00016803,WBGene00016803,History: N.A.
WBGene00015326,cellular protein catabolic process GO:0044257,WBGene00015326,WBGene00015326,History: N.A.
WBGene00002344,cellular protein catabolic process GO:0044257,WBGene00002344,WBGene00002344,History: N.A.
WBGene00015126,cellular protein catabolic process GO:0044257,WBGene00015126,WBGene00015126,History: N.A.
WBGene00006723,cellular protein catabolic process GO:0044257,WBGene00006723,WBGene00006723,History: N.A.
WBGene00013674,cellular protein catabolic process GO:0044257,WBGene00013674,WBGene00013674,History: N.A.
WBGene00003401,cellular protein catabolic process GO:0044257,WBGene00003401,WBGene00003401,History: N.A.
WBGene00000898,cellular protein catabolic process GO:0044257,WBGene00000898,WBGene00000898,History: N.A.
WBGene00003925,cellular protein catabolic process GO:0044257,WBGene00003925,WBGene00003925,History: N.A.
WBGene00000145,cellular protein catabolic process GO:0044257,WBGene00000145,WBGene00000145,History: N.A.
WBGene00007333,cellular protein catabolic process GO:0044257,WBGene00007333,WBGene00007333,History: N.A.
WBGene00006751,cellular protein catabolic process GO:0044257,WBGene00006751,WBGene00006751,History: Renamed on 2015-03-05
WBGene00018660,cellular protein catabolic process GO:0044257,WBGene00018660,WBGene00018660,History: Renamed on 2005-03-17
WBGene00018847,cellular protein catabolic process GO:0044257,WBGene00018847,WBGene00018847,History: N.A.
WBGene00003927,cellular protein catabolic process GO:0044257,WBGene00003927,WBGene00003927,History: N.A.
WBGene00013443,cellular protein catabolic process GO:0044257,WBGene00013443,WBGene00013443,History: Renamed on 2013-09-25
WBGene00004461,cellular protein catabolic process GO:0044257,WBGene00004461,WBGene00004461,History: N.A.
WBGene00016326,cellular protein catabolic process GO:0044257,WBGene00016326,WBGene00016326,History: N.A.
WBGene00001236,cellular protein catabolic process GO:0044257,WBGene00001236,WBGene00001236,History: N.A.
WBGene00001019,cellular protein catabolic process GO:0044257,WBGene00001019,WBGene00001019,History: N.A.
WBGene00006977,cellular protein catabolic process GO:0044257,WBGene00006977,WBGene00006977,History: N.A.
WBGene00003951,cellular protein catabolic process GO:0044257,WBGene00003951,WBGene00003951,History: N.A.
WBGene00004464,cellular protein catabolic process GO:0044257,WBGene00004464,WBGene00004464,History: N.A.
WBGene00022800,cellular protein catabolic process GO:0044257,WBGene00022800,WBGene00022800,History: N.A.
WBGene00006725,cellular protein catabolic process GO:0044257,WBGene00006725,WBGene00006725,History: N.A.
WBGene00006728,cellular protein catabolic process GO:0044257,WBGene00006728,WBGene00006728,History: N.A.
WBGene00007969,modification-dependent macromolecule catabolic process GO:0043632,WBGene00007969,WBGene00007969,History: N.A.
WBGene00021733,modification-dependent macromolecule catabolic process GO:0043632,WBGene00021733,WBGene00021733,History: N.A.
WBGene00015842,modification-dependent macromolecule catabolic process GO:0043632,WBGene00015842,WBGene00015842,History: N.A.
WBGene00016158,modification-dependent macromolecule catabolic process GO:0043632,WBGene00016158,WBGene00016158,History: N.A.
WBGene00006722,modification-dependent macromolecule catabolic process GO:0043632,WBGene00006722,WBGene00006722,History: N.A.
WBGene00001215,modification-dependent macromolecule catabolic process GO:0043632,WBGene00001215,WBGene00001215,History: N.A.
WBGene00022069,modification-dependent macromolecule catabolic process GO:0043632,WBGene00022069,WBGene00022069,History: N.A.
WBGene00044542,modification-dependent macromolecule catabolic process GO:0043632,WBGene00044542,WBGene00044542,History: N.A.
WBGene00006996,modification-dependent macromolecule catabolic process GO:0043632,WBGene00006996,WBGene00006996,History: N.A.
WBGene00006709,modification-dependent macromolecule catabolic process GO:0043632,WBGene00006709,WBGene00006709,History: N.A.
WBGene00016803,modification-dependent macromolecule catabolic process GO:0043632,WBGene00016803,WBGene00016803,History: N.A.
WBGene00015326,modification-dependent macromolecule catabolic process GO:0043632,WBGene00015326,WBGene00015326,History: N.A.
WBGene00002344,modification-dependent macromolecule catabolic process GO:0043632,WBGene00002344,WBGene00002344,History: N.A.
WBGene00015126,modification-dependent macromolecule catabolic process GO:0043632,WBGene00015126,WBGene00015126,History: N.A.
WBGene00006723,modification-dependent macromolecule catabolic process GO:0043632,WBGene00006723,WBGene00006723,History: N.A.
WBGene00013674,modification-dependent macromolecule catabolic process GO:0043632,WBGene00013674,WBGene00013674,History: N.A.
WBGene00003401,modification-dependent macromolecule catabolic process GO:0043632,WBGene00003401,WBGene00003401,History: N.A.
WBGene00000898,modification-dependent macromolecule catabolic process GO:0043632,WBGene00000898,WBGene00000898,History: N.A.
WBGene00003925,modification-dependent macromolecule catabolic process GO:0043632,WBGene00003925,WBGene00003925,History: N.A.
WBGene00000145,modification-dependent macromolecule catabolic process GO:0043632,WBGene00000145,WBGene00000145,History: N.A.
WBGene00007333,modification-dependent macromolecule catabolic process GO:0043632,WBGene00007333,WBGene00007333,History: N.A.
WBGene00006751,modification-dependent macromolecule catabolic process GO:0043632,WBGene00006751,WBGene00006751,History: Renamed on 2015-03-05
WBGene00018660,modification-dependent macromolecule catabolic process GO:0043632,WBGene00018660,WBGene00018660,History: Renamed on 2005-03-17
WBGene00018847,modification-dependent macromolecule catabolic process GO:0043632,WBGene00018847,WBGene00018847,History: N.A.
WBGene00018612,modification-dependent macromolecule catabolic process GO:0043632,WBGene00018612,WBGene00018612,History: Renamed on 2017-03-13
WBGene00003927,modification-dependent macromolecule catabolic process GO:0043632,WBGene00003927,WBGene00003927,History: N.A.
WBGene00013443,modification-dependent macromolecule catabolic process GO:0043632,WBGene00013443,WBGene00013443,History: Renamed on 2013-09-25
WBGene00004461,modification-dependent macromolecule catabolic process GO:0043632,WBGene00004461,WBGene00004461,History: N.A.
WBGene00016326,modification-dependent macromolecule catabolic process GO:0043632,WBGene00016326,WBGene00016326,History: N.A.
WBGene00001236,modification-dependent macromolecule catabolic process GO:0043632,WBGene00001236,WBGene00001236,History: N.A.
WBGene00001019,modification-dependent macromolecule catabolic process GO:0043632,WBGene00001019,WBGene00001019,History: N.A.
WBGene00006977,modification-dependent macromolecule catabolic process GO:0043632,WBGene00006977,WBGene00006977,History: N.A.
WBGene00003951,modification-dependent macromolecule catabolic process GO:0043632,WBGene00003951,WBGene00003951,History: N.A.
WBGene00004464,modification-dependent macromolecule catabolic process GO:0043632,WBGene00004464,WBGene00004464,History: N.A.
WBGene00022800,modification-dependent macromolecule catabolic process GO:0043632,WBGene00022800,WBGene00022800,History: N.A.
WBGene00006725,modification-dependent macromolecule catabolic process GO:0043632,WBGene00006725,WBGene00006725,History: N.A.
WBGene00006728,modification-dependent macromolecule catabolic process GO:0043632,WBGene00006728,WBGene00006728,History: N.A.
