# genelist,criteria,,,
# All CSR-1 targets ≥ 1 RPM,≥ 1 RPM in IP and log2FC (IP/Input) ≥ 1,,,
# CSR-1 targets 1-50 RPM ,1- 50 RPM in IP and log2FC (IP/Input) ≥ 1,,,
# CSR-1 targets  50-150 RPM,50-150 RPM in IP and log2FC (IP/Input) ≥ 1,,,
# CSR-1 targets ≥ 150 RPM,≥ 150 RPM in IP and log2FC (IP/Input) ≥ 1,,,
# CSR-1 protected targets,log2FC ≤ -0.5 in GRO-seq CSR-1 KO vs CSR-1 ADH,,,
# CSR-1 sliced targets,log2FC ≥1 in RNA-seq CSR-1 ADH vs WT and log2FC ≤-1 total sRNAs CSR-1 ADH vs WT for CSR-1 targets,,,
# HRDE-1 loaded P granule dependent piRNA targets,"≥ 1 RPM in IP and log2FC (IP/Input) ≥ 0.5 AND log2FC (P granule RNAi/control) ≤ -2 AND piRNA-dependent 22G-RNA protein-coding targets (Barucci et.al., 2020)",,,
# gene list used for RSCU based on translation efficiency,,,,
Log2 TE ≤ -1,Unnamed: 1,Input,Suggested Match,History
WBGene00002040,,WBGene00002040,WBGene00002040,History: N.A.
WBGene00001651,,WBGene00001651,WBGene00001651,History: N.A.
WBGene00015061,,WBGene00015061,WBGene00015061,History: Renamed on 2009-04-21
WBGene00008549,,WBGene00008549,WBGene00008549,History: N.A.
WBGene00004314,,WBGene00004314,WBGene00004314,"History: Split into Y54F10AM.15(WBGene00303092). History of WBGene00004314: Split into ""WBGene00303092"" on 2018-03-02"
WBGene00003958,,WBGene00003958,WBGene00003958,History: N.A.
WBGene00017460,,WBGene00017460,WBGene00017460,History: N.A.
WBGene00017534,,WBGene00017534,WBGene00017534,History: N.A.
WBGene00011444,,WBGene00011444,WBGene00011444,History: Renamed on 2021-04-19
WBGene00015609,,WBGene00015609,WBGene00015609,History: N.A.
WBGene00016967,,WBGene00016967,WBGene00016968,"History: Merged into ""WBGene00016968"" on 2019-01-11"
WBGene00006865,,WBGene00006865,WBGene00006865,History: N.A.
WBGene00004020,,WBGene00004020,WBGene00004020,History: N.A.
WBGene00001081,,WBGene00001081,WBGene00001081,History: N.A.
WBGene00006605,,WBGene00006605,WBGene00006605,History: N.A.
WBGene00020446,,WBGene00020446,WBGene00020446,History: N.A.
WBGene00016490,,WBGene00016490,WBGene00016490,History: N.A.
WBGene00009582,,WBGene00009582,WBGene00009582,History: N.A.
WBGene00009430,,WBGene00009430,WBGene00009430,History: N.A.
WBGene00004879,,WBGene00004879,WBGene00004879,History: N.A.
WBGene00021354,,WBGene00021354,WBGene00021354,History: N.A.
WBGene00012435,,WBGene00012435,WBGene00012435,History: N.A.
WBGene00002147,,WBGene00002147,WBGene00002147,History: N.A.
WBGene00001196,,WBGene00001196,WBGene00001196,"History: Split into C53H9.4(WBGene00303070). History of WBGene00001196: Split into ""WBGene00303070"" on 2018-03-02"
WBGene00013596,,WBGene00013596,WBGene00013596,History: N.A.
WBGene00016170,,WBGene00016170,WBGene00016170,History: N.A.
WBGene00020643,,WBGene00020643,WBGene00004751,"History: Merged into ""WBGene00004751"" on 2014-11-13"
WBGene00001581,,WBGene00001581,WBGene00001581,History: N.A.
WBGene00004403,,WBGene00004403,WBGene00004403,History: N.A.
WBGene00019017,,WBGene00019017,WBGene00019017,History: N.A.
WBGene00002173,,WBGene00002173,WBGene00002173,History: N.A.
WBGene00008094,,WBGene00008094,WBGene00008094,History: N.A.
WBGene00004905,,WBGene00004905,WBGene00004905,History: N.A.
WBGene00008890,,WBGene00008890,WBGene00008890,History: N.A.
WBGene00007053,,WBGene00007053,WBGene00007053,History: N.A.
WBGene00008565,,WBGene00008565,WBGene00008565,History: Renamed on 2015-04-29; Renamed on 2017-01-05
WBGene00021423,,WBGene00021423,WBGene00021423,History: N.A.
WBGene00008542,,WBGene00008542,WBGene00008542,History: N.A.
WBGene00006495,,WBGene00006495,WBGene00006495,History: Renamed on 2009-04-22
WBGene00012226,,WBGene00012226,WBGene00012226,History: N.A.
WBGene00021661,,WBGene00021661,WBGene00021661,History: N.A.
WBGene00021497,,WBGene00021497,WBGene00021497,History: N.A.
WBGene00018011,,WBGene00018011,WBGene00018011,History: N.A.
WBGene00002028,,WBGene00002028,WBGene00002028,History: N.A.
WBGene00016120,,WBGene00016120,WBGene00016120,History: N.A.
WBGene00011415,,WBGene00011415,WBGene00011415,History: Renamed on 2010-05-07
WBGene00004947,,WBGene00004947,WBGene00004947,History: N.A.
WBGene00017452,,WBGene00017452,WBGene00017452,History: N.A.
WBGene00001560,,WBGene00001560,WBGene00001560,History: N.A.
WBGene00007841,,WBGene00007841,WBGene00007841,History: N.A.
WBGene00206459,,WBGene00206459,WBGene00206459,History: N.A.
WBGene00003124,,WBGene00003124,WBGene00003124,History: N.A.
WBGene00018100,,WBGene00018100,WBGene00018100,History: N.A.
WBGene00021838,,WBGene00021838,WBGene00021838,History: N.A.
WBGene00016432,,WBGene00016432,WBGene00016432,History: N.A.
WBGene00003258,,WBGene00003258,WBGene00003258,"History: Renamed on 2006-01-16; Merged into ""WBGene00002755"" on 2015-03-05; Renamed on 2015-03-05"
WBGene00022300,,WBGene00022300,WBGene00022300,History: N.A.
WBGene00019490,,WBGene00019490,WBGene00019490,History: N.A.
WBGene00004191,,WBGene00004191,WBGene00004191,History: N.A.
WBGene00022459,,WBGene00022459,WBGene00022459,History: N.A.
WBGene00018237,,WBGene00018237,WBGene00018237,History: Renamed on 2016-09-23
WBGene00010386,,WBGene00010386,WBGene00010386,History: N.A.
WBGene00011385,,WBGene00011385,WBGene00006876,"History: Merged into ""WBGene00006876"" on 2019-11-21"
WBGene00019914,,WBGene00019914,WBGene00019914,History: N.A.
WBGene00000270,,WBGene00000270,WBGene00000270,History: N.A.
WBGene00044414,,WBGene00044414,WBGene00044414,History: N.A.
WBGene00001819,,WBGene00001819,WBGene00001819,History: N.A.
WBGene00019521,,WBGene00019521,WBGene00019521,History: N.A.
WBGene00006801,,WBGene00006801,WBGene00006801,History: N.A.
WBGene00014214,,WBGene00014214,WBGene00014214,History: N.A.
WBGene00007626,,WBGene00007626,WBGene00007626,History: N.A.
WBGene00004862,,WBGene00004862,WBGene00004862,History: N.A.
WBGene00006820,,WBGene00006820,WBGene00006820,History: N.A.
WBGene00001131,,WBGene00001131,WBGene00001131,History: N.A.
WBGene00014166,,WBGene00014166,WBGene00014166,History: N.A.
WBGene00012358,,WBGene00012358,WBGene00012358,History: N.A.
WBGene00017703,,WBGene00017703,WBGene00017703,History: N.A.
WBGene00013235,,WBGene00013235,WBGene00013235,History: N.A.
WBGene00010212,,WBGene00010212,WBGene00010212,History: N.A.
WBGene00006668,,WBGene00006668,WBGene00006668,History: N.A.
WBGene00011325,,WBGene00011325,WBGene00011325,History: N.A.
WBGene00013348,,WBGene00013348,WBGene00013348,History: N.A.
WBGene00016644,,WBGene00016644,WBGene00016644,History: N.A.
WBGene00009387,,WBGene00009387,WBGene00009387,History: N.A.
WBGene00011236,,WBGene00011236,WBGene00011236,History: N.A.
WBGene00020649,,WBGene00020649,WBGene00020649,"History: Split into best-19(WBGene00206487). History of WBGene00020649: Split into ""WBGene00206487"" on 2011-06-13"
WBGene00000396,,WBGene00000396,WBGene00000396,History: N.A.
WBGene00011423,,WBGene00011423,WBGene00011423,History: N.A.
WBGene00001650,,WBGene00001650,WBGene00001650,History: N.A.
WBGene00021205,,WBGene00021205,WBGene00021205,History: N.A.
WBGene00015580,,WBGene00015580,WBGene00015580,History: N.A.
WBGene00018350,,WBGene00018350,WBGene00018350,History: Renamed on 2013-10-04
WBGene00017592,,WBGene00017592,WBGene00017592,History: N.A.
WBGene00019959,,WBGene00019959,WBGene00019959,History: N.A.
WBGene00013694,,WBGene00013694,WBGene00013694,History: N.A.
WBGene00013639,,WBGene00013639,WBGene00013639,"History: Split into ""WBGene00219211"" on 2011-08-15"
WBGene00022200,,WBGene00022200,WBGene00022200,History: N.A.
WBGene00018335,,WBGene00018335,WBGene00018335,History: N.A.
WBGene00018862,,WBGene00018862,WBGene00018862,History: N.A.
WBGene00006830,,WBGene00006830,WBGene00006830,History: N.A.
WBGene00011384,,WBGene00011384,WBGene00006876,"History: Merged into ""WBGene00006876"" on 2019-11-21"
WBGene00010374,,WBGene00010374,WBGene00010374,History: N.A.
WBGene00011441,,WBGene00011441,WBGene00011441,History: N.A.
WBGene00001493,,WBGene00001493,WBGene00001493,"History: Split into F55C5.17(WBGene00303048). History of WBGene00001493: Split into ""WBGene00303048"" on 2018-03-02"
WBGene00004438,,WBGene00004438,WBGene00004438,History: N.A.
WBGene00006815,,WBGene00006815,WBGene00006815,History: N.A.
WBGene00002003,,WBGene00002003,WBGene00002003,History: N.A.
WBGene00013353,,WBGene00013353,WBGene00013353,History: N.A.
WBGene00010923,,WBGene00010923,WBGene00010923,History: N.A.
WBGene00021103,,WBGene00021103,WBGene00021103,History: Renamed on 2016-05-03
WBGene00004751,,WBGene00004751,WBGene00004751,History: N.A.
WBGene00000219,,WBGene00000219,WBGene00000219,History: N.A.
WBGene00004049,,WBGene00004049,WBGene00004049,History: Renamed on 2014-11-18
WBGene00006752,,WBGene00006752,WBGene00006752,History: N.A.
WBGene00013131,,WBGene00013131,WBGene00013131,"History: Merged into ""WBGene00009220"" on 2005-11-18"
WBGene00006369,,WBGene00006369,WBGene00006369,History: N.A.
WBGene00018101,,WBGene00018101,WBGene00018101,History: N.A.
WBGene00019462,,WBGene00019462,WBGene00019462,History: N.A.
WBGene00002192,,WBGene00002192,WBGene00002192,History: N.A.
WBGene00010134,,WBGene00010134,WBGene00010134,History: N.A.
WBGene00015389,,WBGene00015389,WBGene00015389,History: N.A.
WBGene00017332,,WBGene00017332,WBGene00017332,History: N.A.
WBGene00010910,,WBGene00010910,WBGene00010910,"History: Split into M106.8(WBGene00077658). History of WBGene00010910: Split into ""WBGene00077658"" on 2008-02-22"
WBGene00012911,,WBGene00012911,WBGene00012911,History: N.A.
WBGene00003919,,WBGene00003919,WBGene00003919,History: N.A.
WBGene00007614,,WBGene00007614,WBGene00007614,History: N.A.
WBGene00019598,,WBGene00019598,WBGene00019598,History: N.A.
WBGene00018193,,WBGene00018193,WBGene00018193,History: N.A.
WBGene00004855,,WBGene00004855,WBGene00004855,History: N.A.
WBGene00017597,,WBGene00017597,WBGene00017597,History: N.A.
WBGene00013803,,WBGene00013803,WBGene00013803,History: N.A.
WBGene00020504,,WBGene00020504,WBGene00020504,History: N.A.
WBGene00002295,,WBGene00002295,WBGene00002295,History: N.A.
WBGene00021852,,WBGene00021852,WBGene00021852,History: N.A.
WBGene00006915,,WBGene00006915,WBGene00006915,History: N.A.
WBGene00022181,,WBGene00022181,WBGene00022181,History: N.A.
WBGene00003068,,WBGene00003068,WBGene00003068,History: N.A.
WBGene00020964,,WBGene00020964,WBGene00020964,History: N.A.
WBGene00249815,,WBGene00249815,WBGene00249815,History: N.A.
WBGene00004423,,WBGene00004423,WBGene00004423,History: N.A.
WBGene00012220,,WBGene00012220,WBGene00012220,History: N.A.
WBGene00000908,,WBGene00000908,WBGene00000908,History: Renamed on 2007-10-19
WBGene00016788,,WBGene00016788,WBGene00016788,History: N.A.
WBGene00021238,,WBGene00021238,WBGene00021238,History: N.A.
WBGene00003730,,WBGene00003730,WBGene00003730,History: N.A.
WBGene00022389,,WBGene00022389,WBGene00022389,History: N.A.
WBGene00009201,,WBGene00009201,WBGene00009201,History: N.A.
WBGene00000214,,WBGene00000214,WBGene00000214,History: N.A.
WBGene00011436,,WBGene00011436,WBGene00011436,History: N.A.
WBGene00006576,,WBGene00006576,WBGene00006576,History: N.A.
WBGene00009204,,WBGene00009204,WBGene00009204,History: N.A.
WBGene00013119,,WBGene00013119,WBGene00013119,History: N.A.
WBGene00006594,,WBGene00006594,WBGene00006594,History: Renamed on 2006-02-01
WBGene00001663,,WBGene00001663,WBGene00001663,History: N.A.
WBGene00001177,,WBGene00001177,WBGene00001177,History: N.A.
WBGene00016163,,WBGene00016163,WBGene00016163,History: N.A.
WBGene00012866,,WBGene00012866,WBGene00012866,History: N.A.
WBGene00018572,,WBGene00018572,WBGene00018572,History: N.A.
WBGene00022435,,WBGene00022435,WBGene00022435,History: Renamed on 2016-04-26
WBGene00001955,,WBGene00001955,WBGene00001955,History: N.A.
WBGene00003687,,WBGene00003687,WBGene00003687,History: N.A.
WBGene00008665,,WBGene00008665,WBGene00008665,History: N.A.
WBGene00006062,,WBGene00006062,WBGene00006062,History: N.A.
WBGene00010658,,WBGene00010658,WBGene00010658,History: N.A.
WBGene00003170,,WBGene00003170,WBGene00003170,History: N.A.
WBGene00019197,,WBGene00019197,WBGene00019197,History: N.A.
WBGene00022138,,WBGene00022138,WBGene00022138,History: N.A.
WBGene00018130,,WBGene00018130,WBGene00018130,History: N.A.
WBGene00016029,,WBGene00016029,WBGene00016029,History: N.A.
WBGene00008298,,WBGene00008298,WBGene00008298,History: N.A.
WBGene00022413,,WBGene00022413,WBGene00022413,History: N.A.
WBGene00015635,,WBGene00015635,WBGene00015635,History: N.A.
WBGene00044258,,WBGene00044258,WBGene00044258,History: N.A.
WBGene00013225,,WBGene00013225,WBGene00013225,History: N.A.
WBGene00010619,,WBGene00010619,WBGene00010619,History: N.A.
WBGene00019731,,WBGene00019731,WBGene00019731,History: N.A.
WBGene00023489,,WBGene00023489,WBGene00023489,History: N.A.
WBGene00044250,,WBGene00044250,WBGene00044250,History: N.A.
WBGene00019779,,WBGene00019779,WBGene00019779,History: N.A.
WBGene00235274,,WBGene00235274,WBGene00235274,History: N.A.
WBGene00003003,,WBGene00003003,WBGene00003003,History: N.A.
WBGene00008434,,WBGene00008434,WBGene00008434,"History: Split into D2089.8(WBGene00271706). History of WBGene00008434: Split into ""WBGene00271706"" on 2017-04-28"
WBGene00011746,,WBGene00011746,WBGene00011746,History: N.A.
WBGene00004361,,WBGene00004361,WBGene00004361,History: N.A.
WBGene00010731,,WBGene00010731,WBGene00010731,History: N.A.
WBGene00000225,,WBGene00000225,WBGene00000225,History: Renamed on 2008-02-28
WBGene00021391,,WBGene00021391,WBGene00021391,History: N.A.
WBGene00011913,,WBGene00011913,WBGene00011913,History: N.A.
WBGene00044045,,WBGene00044045,WBGene00044045,History: N.A.
WBGene00195246,,WBGene00195246,WBGene00195246,History: N.A.
WBGene00022211,,WBGene00022211,WBGene00022211,History: N.A.
WBGene00008579,,WBGene00008579,WBGene00008579,History: N.A.
WBGene00004856,,WBGene00004856,WBGene00004856,History: N.A.
WBGene00020859,,WBGene00020859,WBGene00020859,"History: Split into T27C10.9(WBGene00269435). History of WBGene00020859: Split into ""WBGene00269435"" on 2016-04-19"
WBGene00007275,,WBGene00007275,WBGene00007275,History: N.A.
WBGene00016825,,WBGene00016825,WBGene00016825,History: N.A.
WBGene00000652,,WBGene00000652,WBGene00000652,History: N.A.
WBGene00017741,,WBGene00017741,WBGene00017741,History: N.A.
WBGene00010813,,WBGene00010813,WBGene00010813,History: N.A.
WBGene00000140,,WBGene00000140,WBGene00000140,History: N.A.
WBGene00008901,,WBGene00008901,WBGene00008901,History: N.A.
WBGene00017921,,WBGene00017921,WBGene00017921,History: N.A.
WBGene00005529,,WBGene00005529,WBGene00005529,History: N.A.
WBGene00008997,,WBGene00008997,WBGene00008997,History: N.A.
WBGene00005528,,WBGene00005528,WBGene00005528,History: N.A.
WBGene00010768,,WBGene00010768,WBGene00010768,History: N.A.
WBGene00016354,,WBGene00016354,WBGene00016354,History: Renamed on 2005-10-06
WBGene00001394,,WBGene00001394,WBGene00001394,History: N.A.
WBGene00004192,,WBGene00004192,WBGene00004192,History: N.A.
WBGene00013567,,WBGene00013567,WBGene00013567,History: N.A.
WBGene00010836,,WBGene00010836,WBGene00010836,History: N.A.
WBGene00018735,,WBGene00018735,WBGene00018735,History: N.A.
WBGene00001757,,WBGene00001757,WBGene00001757,History: N.A.
WBGene00012293,,WBGene00012293,WBGene00012293,History: N.A.
WBGene00077761,,WBGene00077761,WBGene00077761,"History: Split into F17C11.26(WBGene00303011). History of WBGene00077761: Split into ""WBGene00303011"" on 2018-03-06"
WBGene00007488,,WBGene00007488,WBGene00007488,History: N.A.
WBGene00008944,,WBGene00008944,WBGene00008944,History: N.A.
WBGene00022501,,WBGene00022501,WBGene00022501,History: N.A.
WBGene00010269,,WBGene00010269,WBGene00010269,History: N.A.
WBGene00012141,,WBGene00012141,WBGene00012139,"History: Merged into ""WBGene00012139"" on 2017-03-03"
WBGene00021751,,WBGene00021751,WBGene00021751,History: N.A.
WBGene00017717,,WBGene00017717,WBGene00017717,"History: Split into F22F4.9(WBGene00271606). History of WBGene00017717: Split into ""WBGene00271606"" on 2017-03-02"
WBGene00008583,,WBGene00008583,WBGene00008583,"History: Split into clec-184(WBGene00023502). History of WBGene00008583: Split into ""WBGene00023502"" on 2004-08-26"
WBGene00007997,,WBGene00007997,WBGene00007997,History: N.A.
WBGene00007744,,WBGene00007744,WBGene00007744,History: N.A.
WBGene00002184,,WBGene00002184,WBGene00002184,History: N.A.
WBGene00000512,,WBGene00000512,WBGene00000512,History: N.A.
WBGene00016427,,WBGene00016427,WBGene00016427,History: N.A.
WBGene00007131,,WBGene00007131,WBGene00007131,History: N.A.
WBGene00012763,,WBGene00012763,WBGene00012763,History: N.A.
WBGene00010965,,WBGene00010965,WBGene00010965,History: N.A.
WBGene00000829,,WBGene00000829,WBGene00000829,History: N.A.
WBGene00010962,,WBGene00010962,WBGene00010962,History: N.A.
WBGene00010964,,WBGene00010964,WBGene00010964,History: N.A.
