gene_id,class,description,hrde-1 input,wago-1 input,HRDE-1 IP,WAGO-1 IP,HRDE-1 IP/input,WAGO-1 IP/input,IP Enrichment,Input,Suggested Match,History
Y73F8A.31,wago,,343.46,432.59,498.21,309.51,1.45,0.72,HRDE-1,Y73F8A.31,WBGene00013535,Sequence name for WBGene00013535(gyg-3). History: N.A.
ZC53.4,wago,,142.48,180.2,206.5,120.42,1.45,0.67,HRDE-1,ZC53.4,WBGene00022511,Public name for WBGene00022511. History: N.A.
ZK678.6,wago,srg-64,50.82,62.67,73.59,39.94,1.45,0.64,HRDE-1,ZK678.6,WBGene00005221,Sequence name for WBGene00005221(srg-64). History: N.A.
T25G12.9,wago,,37.73,47.04,54.89,27.68,1.45,0.59,HRDE-1,T25G12.9,,Sequence name for Suppressed gene WBGene00020815. Molecular name for Suppressed gene WBGene00020815. Public name for Suppressed gene WBGene00020815. History of WBGene00020815: Killed on 2005-11-21; Suppressed on 2012-11-14. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
Y47D3A.22,wago,mib-1,114.32,140.88,165.88,73.77,1.45,0.52,HRDE-1,Y47D3A.22,WBGene00012933,Sequence name for WBGene00012933(mib-1). History: N.A.
Y71F9B.13,wago,,40.03,46.74,58.04,19.53,1.45,0.42,HRDE-1,Y71F9B.13,WBGene00022131,Public name for WBGene00022131. History: N.A.
ZK973.8,wago,,169.18,209.94,245.67,34.66,1.45,0.17,HRDE-1,ZK973.8,WBGene00022834,Public name for WBGene00022834. History: N.A.
K10D2.8,wago,,108.68,121.19,157.78,7.46,1.45,0.06,HRDE-1,K10D2.8,WBGene00189952,Public name for WBGene00189952. History: N.A.
F49B2.5,wago,src-2,9.7,12.53,13.98,51.6,1.44,4.12,HRDE-1/WAGO-1,F49B2.5,WBGene00005078,Sequence name for WBGene00005078(src-2). History: N.A.
F32E10.2,wago,cec-4,17.01,23.57,24.54,59.08,1.44,2.51,HRDE-1/WAGO-1,F32E10.2,WBGene00017990,Sequence name for WBGene00017990(cec-4). History: N.A.
K09E3.1,wago,,121.3,163.97,174.29,369.64,1.44,2.25,HRDE-1/WAGO-1,K09E3.1,,Sequence name for Suppressed gene WBGene00019573. Molecular name for Suppressed gene WBGene00019573. Public name for Suppressed gene WBGene00019573. History of WBGene00019573: Killed on 2008-09-11; Suppressed on 2012-11-14. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
EGAP798.1,wago,,82.31,109.26,118.45,231.88,1.44,2.12,HRDE-1/WAGO-1,EGAP798.1,WBGene00017152,Public name for WBGene00017152. History: N.A.
Y22D7AR.6,wago,,8.04,12.11,11.61,24.18,1.44,2.0,HRDE-1/WAGO-1,Y22D7AR.6,WBGene00021260,Public name for WBGene00021260. History: N.A.
F30B5.8,wago,srbc-71,21.73,28.38,31.37,53.22,1.44,1.88,HRDE-1/WAGO-1,F30B5.8,WBGene00044092,Sequence name for WBGene00044092(srbc-71). History: N.A.
F53E10.5,wago,,29.28,38.91,42.14,71.25,1.44,1.83,HRDE-1/WAGO-1,F53E10.5,WBGene00018761,Public name for WBGene00018761. History: N.A.
F49E7.2,wago,,121.92,158.71,175.32,275.16,1.44,1.73,HRDE-1/WAGO-1,F49E7.2,WBGene00018634,Sequence name for WBGene00018634(pigx-1). History: N.A.
Y38F1A.8,wago,,17.31,24.31,24.92,41.0,1.44,1.69,HRDE-1/WAGO-1,Y38F1A.8,WBGene00012610,Public name for WBGene00012610. History: N.A.
Y116A8C.40,wago,,35.34,44.05,51.07,60.64,1.44,1.38,HRDE-1/WAGO-1,Y116A8C.40,WBGene00013812,Public name for WBGene00013812. History: N.A.
Y55B1BR.6,wago,,45.78,60.39,65.98,80.75,1.44,1.34,HRDE-1/WAGO-1,Y55B1BR.6,WBGene00044401,Public name for WBGene00044401. History: N.A.
Y102A5C.35,wago,,127.6,168.51,184.21,174.52,1.44,1.04,HRDE-1,Y102A5C.35,WBGene00044220,Public name for WBGene00044220. History: N.A.
AC8.11,wago,,149.07,200.25,214.15,203.0,1.44,1.01,HRDE-1,AC8.11,WBGene00043989,Public name for WBGene00043989. History: N.A.
AC8.4,wago,,149.07,200.25,214.15,203.0,1.44,1.01,HRDE-1,AC8.4,WBGene00007076,Public name for WBGene00007076. History: N.A.
C06C3.8,wago,,35.19,44.66,50.52,39.43,1.44,0.88,HRDE-1,C06C3.8,WBGene00007378,Sequence name for WBGene00007378(lido-17). History: N.A.
ZK1127.1,csr,nos-2,14.21,22.0,20.42,14.02,1.44,0.64,HRDE-1,ZK1127.1,WBGene00003784,Sequence name for WBGene00003784(nos-2). History: N.A.
WBTransposon00000074,wago,,39.84,48.34,57.4,27.56,1.44,0.57,HRDE-1,,,
ZC395.2,wago,clk-1,5.31,7.98,7.61,19.9,1.43,2.49,HRDE-1/WAGO-1,ZC395.2,WBGene00000536,Sequence name for WBGene00000536(clk-1). History: N.A.
F58D2.4,wago,,953.38,1183.02,1359.64,2950.18,1.43,2.49,HRDE-1/WAGO-1,F58D2.4,WBGene00185077,Public name for WBGene00185077. History: N.A.
Y43F4A.2,wago,,577.16,786.68,824.91,1554.34,1.43,1.98,HRDE-1/WAGO-1,Y43F4A.2,,Sequence name for Suppressed gene WBGene00012797. Molecular name for Suppressed gene WBGene00012797. Public name for Suppressed gene WBGene00012797. History of WBGene00012797: Killed on 2005-11-21; Suppressed on 2012-11-14. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
M162.8,wago,fbxa-118,46.71,66.62,66.8,126.32,1.43,1.9,HRDE-1/WAGO-1,M162.8,WBGene00010934,Sequence name for WBGene00010934(fbxa-118). History: Split into fbxa-194(WBGene00044655). History of WBGene00010934: N.A.
Y18D10A.25,wago,fkb-8,2004.56,2630.02,2862.48,4938.91,1.43,1.88,HRDE-1/WAGO-1,Y18D10A.25,WBGene00001433,Sequence name for WBGene00001433(fkb-8). History: N.A.
Y50D4C.6,wago,,97.81,128.36,140.15,239.28,1.43,1.86,HRDE-1/WAGO-1,Y50D4C.6,WBGene00021750,Public name for WBGene00021750. History: N.A.
T04D3.3,wago,pde-1,162.28,199.56,231.83,366.66,1.43,1.84,HRDE-1/WAGO-1,T04D3.3,WBGene00011433,Sequence name for WBGene00011433(pde-1). History: N.A.
K09E3.4,wago,,39.23,55.12,56.17,100.67,1.43,1.83,HRDE-1/WAGO-1,K09E3.4,WBGene00019575,Public name for WBGene00019575. History: N.A.
K08H2.1,wago,skr-21,273.94,377.37,391.41,673.41,1.43,1.78,HRDE-1/WAGO-1,K08H2.1,WBGene00004827,Sequence name for WBGene00004827(skr-21). History: N.A.
Y116F11B.3,wago,pcp-4,12.14,13.17,17.35,22.61,1.43,1.72,HRDE-1/WAGO-1,Y116F11B.3,WBGene00003959,Sequence name for WBGene00003959(pcp-4). History: N.A.
C06G3.6,wago,,17.9,22.0,25.62,36.71,1.43,1.67,HRDE-1/WAGO-1,C06G3.6,WBGene00015552,Public name for WBGene00015552. History: N.A.
C41D11.6,wago,,472.05,651.56,676.44,1060.28,1.43,1.63,HRDE-1/WAGO-1,C41D11.6,WBGene00016565,Sequence name for WBGene00016565(sosi-1). History: N.A.
T05H4.10,wago,,850.04,1074.51,1219.46,1363.21,1.43,1.27,HRDE-1,T05H4.10,WBGene00020273,Public name for WBGene00020273. History: N.A.
C52E2.1,wago,fbxb-95,29.62,35.87,42.28,42.28,1.43,1.18,HRDE-1,C52E2.1,WBGene00016880,Sequence name for WBGene00016880(fbxb-95). History: N.A.
K08D10.13,wago,,10.29,14.71,14.7,17.07,1.43,1.16,HRDE-1,K08D10.13,WBGene00195048,Public name for WBGene00195048. History: N.A.
C01A2.6,wago,,106.46,124.68,152.31,129.09,1.43,1.04,HRDE-1,C01A2.6,WBGene00007218,Public name for WBGene00007218. History: N.A.
F31F6.6,wago,nac-1,39.37,44.2,56.18,44.44,1.43,1.01,HRDE-1,F31F6.6,WBGene00003517,Sequence name for WBGene00003517(nac-1). History: N.A.
F40F8.9,csr,lsm-1,13.56,20.58,19.41,20.58,1.43,1.0,HRDE-1,F40F8.9,WBGene00003076,Sequence name for WBGene00003076(lsm-1). History: N.A.
Y54G2A.20,wago,,169.87,211.0,243.47,201.97,1.43,0.96,HRDE-1,Y54G2A.20,WBGene00021885,Public name for WBGene00021885. History: N.A.
Y102A5C.7,wago,,17.31,23.21,24.76,19.21,1.43,0.83,HRDE-1,Y102A5C.7,WBGene00013614,Sequence name for WBGene00013614(clec-237). History: N.A.
F07B7.9,wago,his-50,14.16,18.64,20.23,14.7,1.43,0.79,HRDE-1,F07B7.9,WBGene00001924,Sequence name for WBGene00001924(his-50). History: N.A.
K06C4.2,wago,his-28,14.16,18.64,20.23,14.7,1.43,0.79,HRDE-1,K06C4.2,WBGene00001902,Sequence name for WBGene00001902(his-28). History: N.A.
M02D8.7,wago,,38.24,50.45,54.68,36.57,1.43,0.73,HRDE-1,M02D8.7,WBGene00044313,Public name for WBGene00044313. History: N.A.
WBTransposon00000083,wago,,39.16,46.54,56.12,28.73,1.43,0.62,HRDE-1,,,
ZC64.3,wago,ceh-18,39.37,47.02,56.43,29.14,1.43,0.62,HRDE-1,ZC64.3,WBGene00000441,Sequence name for WBGene00000441(ceh-18). History: N.A.
Y39B6A.41,wago,,14.98,16.75,21.42,5.69,1.43,0.34,HRDE-1,Y39B6A.41,WBGene00012699,Public name for WBGene00012699. History: N.A.
F36D1.9,wago,,77.11,90.34,110.37,23.56,1.43,0.26,HRDE-1,F36D1.9,WBGene00009468,Public name for WBGene00009468. History: N.A.
C31B8.9,wago,,8.04,8.19,11.41,33.97,1.42,4.15,HRDE-1/WAGO-1,C31B8.9,WBGene00016284,Public name for WBGene00016284. History: N.A.
Y81B9A.1,wago,,280.19,374.39,397.12,954.62,1.42,2.55,HRDE-1/WAGO-1,Y81B9A.1,WBGene00022315,Public name for WBGene00022315. History: N.A.
W09G3.2,wago,maea-1,54.92,70.49,77.91,170.45,1.42,2.42,HRDE-1/WAGO-1,W09G3.2,WBGene00012366,"Sequence name for WBGene00012366(maea-1). History: Split into W09G3.16(WBGene00303084). History of WBGene00012366: Split into ""WBGene00303084"" on 2018-03-02"
WBTransposon00000215,wago,,16.86,28.1,24.01,63.92,1.42,2.27,HRDE-1/WAGO-1,,,
Y39B6A.17,wago,nhr-95,8.8,11.0,12.5,24.69,1.42,2.24,HRDE-1/WAGO-1,Y39B6A.17,WBGene00003685,Sequence name for WBGene00003685(nhr-95). History: N.A.
C36C9.6,wago,,36.47,44.18,51.62,98.93,1.42,2.24,HRDE-1/WAGO-1,C36C9.6,WBGene00044560,Public name for WBGene00044560. History: N.A.
M02F4.1,wago,,1479.97,1907.6,2098.9,3778.25,1.42,1.98,HRDE-1/WAGO-1,M02F4.1,WBGene00019735,Public name for WBGene00019735. History: N.A.
R144.9,wago,mdt-11,90.52,125.59,128.11,230.1,1.42,1.83,HRDE-1/WAGO-1,R144.9,WBGene00007015,Sequence name for WBGene00007015(mdt-11). History: N.A.
Y47H9C.10,wago,fbxa-216,22.83,34.1,32.4,58.86,1.42,1.73,HRDE-1/WAGO-1,Y47H9C.10,WBGene00012953,Sequence name for WBGene00012953(fbxa-216). History: N.A.
K03D3.2,wago,,13.74,17.82,19.57,30.21,1.42,1.69,HRDE-1/WAGO-1,K03D3.2,WBGene00010528,Public name for WBGene00010528. History: N.A.
Y48G1C.5,wago,,24.61,30.6,34.96,49.38,1.42,1.61,HRDE-1/WAGO-1,Y48G1C.5,WBGene00021678,Public name for WBGene00021678. History: N.A.
T21B4.17,wago,ceh-99,82.73,108.66,117.13,161.14,1.42,1.48,HRDE-1/WAGO-1,T21B4.17,WBGene00044032,Sequence name for WBGene00044032(ceh-99). History: N.A.
Y79H2A.4,wago,,314.11,400.83,446.36,545.83,1.42,1.36,HRDE-1/WAGO-1,Y79H2A.4,WBGene00013581,Public name for WBGene00013581. History: N.A.
Y71A12B.13,wago,,92.53,124.77,131.58,159.12,1.42,1.28,HRDE-1,Y71A12B.13,WBGene00013510,Public name for WBGene00013510. History: N.A.
F28E10.1,wago,,48.78,58.92,69.21,69.25,1.42,1.18,HRDE-1,F28E10.1,WBGene00017900,Public name for WBGene00017900. History: N.A.
T16H12.2,wago,,64.95,80.32,92.4,89.06,1.42,1.11,HRDE-1,T16H12.2,WBGene00011812,Public name for WBGene00011812. History: N.A.
F31D5.6,wago,,64.17,81.44,91.16,84.58,1.42,1.04,HRDE-1,F31D5.6,WBGene00017949,"Public name for WBGene00017949. History: Split into F31D5.7(WBGene00206414). History of WBGene00017949: Split into ""WBGene00206414"" on 2011-02-28"
H05C05.3,wago,,35.01,43.93,49.75,44.32,1.42,1.01,HRDE-1,H05C05.3,WBGene00019159,Public name for WBGene00019159. History: N.A.
B0361.4,wago,,31.93,36.72,45.27,36.78,1.42,1.0,HRDE-1,B0361.4,WBGene00015158,Public name for WBGene00015158. History: N.A.
ZK250.3,wago,,63.55,75.4,90.31,74.4,1.42,0.99,HRDE-1,ZK250.3,,Sequence name for Suppressed gene WBGene00022686. Molecular name for Suppressed gene WBGene00022686. Public name for Suppressed gene WBGene00022686. History of WBGene00022686: Killed on 2005-11-21; Suppressed on 2012-11-14. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
Y55B1BR.3,wago,cec-8,91.35,121.08,129.86,113.15,1.42,0.93,HRDE-1,Y55B1BR.3,WBGene00021913,Sequence name for WBGene00021913(cec-8). History: N.A.
F45F2.3,wago,his-5,12.02,16.31,17.09,13.34,1.42,0.82,HRDE-1,F45F2.3,WBGene00001879,Sequence name for WBGene00001879(his-5). History: N.A.
Y76B12C.8,wago,,775.22,936.91,1101.67,748.9,1.42,0.8,HRDE-1,Y76B12C.8,WBGene00022302,Public name for WBGene00022302. History: N.A.
Y75B12B.1,csr,,17.55,23.12,25.0,15.04,1.42,0.65,HRDE-1,Y75B12B.1,WBGene00013567,Public name for WBGene00013567. History: N.A.
T17A3.1,wago,ver-1,6.77,10.47,9.52,37.31,1.41,3.56,HRDE-1/WAGO-1,T17A3.1,WBGene00006894,Sequence name for WBGene00006894(ver-1). History: N.A.
T19C3.2,wago,,12.94,18.51,18.19,60.45,1.41,3.27,HRDE-1/WAGO-1,T19C3.2,WBGene00020560,Public name for WBGene00020560. History: N.A.
M01G5.5,wago,snf-6,60.54,81.99,85.52,221.28,1.41,2.7,HRDE-1/WAGO-1,M01G5.5,WBGene00004905,Sequence name for WBGene00004905(snf-6). History: N.A.
Y46G5A.21,wago,acl-7,19.08,28.36,26.88,75.99,1.41,2.68,HRDE-1/WAGO-1,Y46G5A.21,WBGene00012911,Sequence name for WBGene00012911(acl-7). History: N.A.
F45C12.11,wago,sdz-18,16.2,21.27,22.88,53.34,1.41,2.51,HRDE-1/WAGO-1,F45C12.11,WBGene00018442,Sequence name for WBGene00018442(sdz-18). History: Renamed on 2005-08-22
Y52B11A.19,wago,,8.21,8.84,11.59,21.04,1.41,2.38,HRDE-1/WAGO-1,Y52B11A.19,WBGene00206530,Public name for WBGene00206530. History: N.A.
B0336.5,csr,,34.73,51.39,48.99,114.64,1.41,2.23,HRDE-1/WAGO-1,B0336.5,WBGene00015145,Sequence name for WBGene00015145(arle-14). History: N.A.
K10C8.2,wago,frpr-15,11.31,15.88,15.9,33.03,1.41,2.08,HRDE-1/WAGO-1,K10C8.2,WBGene00010735,Sequence name for WBGene00010735(frpr-15). History: N.A.
C30D11.1,wago,unc-103,17.04,22.82,24.0,44.69,1.41,1.96,HRDE-1/WAGO-1,C30D11.1,WBGene00006830,Sequence name for WBGene00006830(unc-103). History: N.A.
R05A10.1,wago,,10.11,12.71,14.22,24.22,1.41,1.91,HRDE-1/WAGO-1,R05A10.1,WBGene00011018,"Public name for WBGene00011018. History: Split into K01G12.22(WBGene00271789). History of WBGene00011018: Split into ""WBGene00271789"" on 2017-09-21"
Y39G8C.2,wago,,29.01,37.11,40.87,70.6,1.41,1.9,HRDE-1/WAGO-1,Y39G8C.2,WBGene00012731,Public name for WBGene00012731. History: N.A.
F54G8.3,wago,ina-1,6.01,10.37,8.46,17.25,1.41,1.66,HRDE-1/WAGO-1,F54G8.3,WBGene00002081,Sequence name for WBGene00002081(ina-1). History: N.A.
T23B12.9,wago,,835.6,1148.5,1181.52,1880.76,1.41,1.64,HRDE-1/WAGO-1,T23B12.9,,Sequence name for Suppressed gene WBGene00020723. Molecular name for Suppressed gene WBGene00020723. Public name for Suppressed gene WBGene00020723. History of WBGene00020723: Suppressed on 2006-12-04. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
K10B2.3,csr,clec-88,8.56,11.86,12.04,19.01,1.41,1.6,HRDE-1/WAGO-1,K10B2.3,WBGene00019606,Sequence name for WBGene00019606(clec-88). History: Renamed on 2006-06-15
WBTransposon00000434,wago,,181.02,225.28,255.31,346.35,1.41,1.54,HRDE-1/WAGO-1,,,
C27H2.1,wago,,180.84,224.78,254.9,346.13,1.41,1.54,HRDE-1/WAGO-1,C27H2.1,,Sequence name for Suppressed gene WBGene00007781. Molecular name for Suppressed gene WBGene00007781. Public name for Suppressed gene WBGene00007781. History of WBGene00007781: Killed on 2005-11-21; Suppressed on 2012-11-21. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
K06C4.14,wago,,146.91,191.27,206.94,294.25,1.41,1.54,HRDE-1/WAGO-1,K06C4.14,,Sequence name for Suppressed gene WBGene00019446. Molecular name for Suppressed gene WBGene00019446. Public name for Suppressed gene WBGene00019446. History of WBGene00019446: Suppressed on 2006-12-04. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
Y94H6A.11,wago,egrh-3,19.55,24.67,27.5,35.71,1.41,1.45,HRDE-1/WAGO-1,Y94H6A.11,WBGene00044651,Sequence name for WBGene00044651(egrh-3). History: N.A.
F56H9.4,wago,gpa-9,286.71,355.49,403.18,498.39,1.41,1.4,HRDE-1/WAGO-1,F56H9.4,WBGene00001671,Sequence name for WBGene00001671(gpa-9). History: N.A.
C45E5.6,csr,nhr-46,11.63,15.59,16.34,21.8,1.41,1.4,HRDE-1/WAGO-1,C45E5.6,WBGene00003636,Sequence name for WBGene00003636(nhr-46). History: N.A.
M162.11,wago,fbxa-194,52.58,68.69,74.31,93.67,1.41,1.36,HRDE-1/WAGO-1,M162.11,WBGene00044655,Sequence name for WBGene00044655(fbxa-194). History: N.A.
Y63D3A.11,wago,,31.55,40.96,44.54,54.42,1.41,1.33,HRDE-1/WAGO-1,Y63D3A.11,WBGene00013410,Sequence name for WBGene00013410(fbxb-94). History: N.A.
Y71A12B.11,wago,,419.09,558.6,592.36,727.67,1.41,1.3,HRDE-1/WAGO-1,Y71A12B.11,WBGene00013508,Public name for WBGene00013508. History: N.A.
F40G12.7,wago,,190.39,242.32,268.44,288.42,1.41,1.19,HRDE-1,F40G12.7,WBGene00009602,Public name for WBGene00009602. History: N.A.
R05D11.3,wago,ran-4,66.85,88.53,94.18,103.88,1.41,1.17,HRDE-1,R05D11.3,WBGene00004305,Sequence name for WBGene00004305(ran-4). History: N.A.
Y105E8A.7,wago,lev-10,209.72,256.74,294.83,294.23,1.41,1.15,HRDE-1,Y105E8A.7,"WBGene00001147, WBGene00002977",Sequence name for WBGene00001147(eat-18). History: N.A.. Sequence name for WBGene00002977(lev-10). History: N.A.
Y48G1BM.2,wago,,29.73,42.91,42.02,49.1,1.41,1.14,HRDE-1,Y48G1BM.2,WBGene00021668,Public name for WBGene00021668. History: N.A.
Y102A5C.19,wago,fbxa-90,9.18,9.96,12.94,10.67,1.41,1.07,HRDE-1,Y102A5C.19,WBGene00013623,Sequence name for WBGene00013623(fbxa-90). History: N.A.
C53C7.3,wago,,10.6,12.79,14.91,12.63,1.41,0.99,HRDE-1,C53C7.3,WBGene00008279,Public name for WBGene00008279. History: N.A.
B0464.8,csr,tag-342,41.39,54.67,58.39,51.81,1.41,0.95,HRDE-1,B0464.8,WBGene00007187,Sequence name for WBGene00007187(tag-342). History: N.A.
Y75B8A.41,wago,,19.13,22.44,26.95,18.83,1.41,0.84,HRDE-1,Y75B8A.41,WBGene00044000,Public name for WBGene00044000. History: N.A.
WBTransposon00000078,wago,,30.37,36.0,42.96,24.37,1.41,0.68,HRDE-1,,,
WBTransposon00000080,wago,,49.88,57.87,70.48,36.74,1.41,0.63,HRDE-1,,,
C05E4.8,wago,,26.72,31.53,37.58,18.97,1.41,0.6,HRDE-1,C05E4.8,,Sequence name for Suppressed gene WBGene00015490. Molecular name for Suppressed gene WBGene00015490. Public name for Suppressed gene WBGene00015490. History of WBGene00015490: Killed on 2005-11-21; Suppressed on 2012-11-14. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
Y50D7A.6,wago,klp-20,753.68,906.82,1059.58,465.76,1.41,0.51,HRDE-1,Y50D7A.6,WBGene00002230,Sequence name for WBGene00002230(klp-20). History: N.A.
W08D2.1,wago,egl-20,87.61,102.99,123.42,51.46,1.41,0.5,HRDE-1,W08D2.1,WBGene00001188,Sequence name for WBGene00001188(egl-20). History: N.A.
T24H10.5,wago,,705.12,855.15,992.0,428.4,1.41,0.5,HRDE-1,T24H10.5,WBGene00012003,Public name for WBGene00012003. History: N.A.
F13A7.11,wago,,58.4,64.4,82.15,25.7,1.41,0.4,HRDE-1,F13A7.11,WBGene00008726,Public name for WBGene00008726. History: N.A.
F59C12.4,wago,,1408.9,1712.53,1990.16,250.94,1.41,0.15,HRDE-1,F59C12.4,WBGene00045272,Public name for WBGene00045272. History: N.A.
Y46G5A.13,wago,tiar-2,23.96,35.24,33.49,78.74,1.4,2.23,HRDE-1/WAGO-1,Y46G5A.13,WBGene00012904,Sequence name for WBGene00012904(tiar-2). History: N.A.
F07B7.7,wago,,59.77,84.05,83.93,179.32,1.4,2.13,HRDE-1/WAGO-1,F07B7.7,WBGene00017188,Public name for WBGene00017188. History: N.A.
ZC411.1,wago,,59.77,84.05,83.93,179.32,1.4,2.13,HRDE-1/WAGO-1,ZC411.1,WBGene00017152,"Public name for Dead gene WBGene00022607. History of WBGene00022607: Merged into ""WBGene00017152"" on 2017-11-14; Merged into ""WBGene00017152"" on 2017-11-14"
F59A7.7,wago,,14.54,17.17,20.33,34.96,1.4,2.04,HRDE-1/WAGO-1,F59A7.7,WBGene00019094,Public name for WBGene00019094. History: N.A.
WBTransposon00000436,wago,,198.94,251.75,277.67,453.73,1.4,1.8,HRDE-1/WAGO-1,,,
Y51A2D.12,wago,srg-34,28.22,34.56,39.37,59.14,1.4,1.71,HRDE-1/WAGO-1,Y51A2D.12,WBGene00005191,Sequence name for WBGene00005191(srg-34). History: N.A.
WBTransposon00000592,wago,,104.14,124.93,145.36,203.93,1.4,1.63,HRDE-1/WAGO-1,,,
K03D3.8,wago,,751.73,983.7,1055.9,1455.85,1.4,1.48,HRDE-1/WAGO-1,K03D3.8,,Sequence name for Suppressed gene WBGene00010533. Molecular name for Suppressed gene WBGene00010533. Public name for Suppressed gene WBGene00010533. History of WBGene00010533: Killed on 2005-11-22; Suppressed on 2012-11-22. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
ZK792.1,wago,,11.76,15.74,16.47,22.68,1.4,1.44,HRDE-1/WAGO-1,ZK792.1,WBGene00014076,Public name for WBGene00014076. History: N.A.
K09A9.6,wago,,132.09,149.36,184.65,214.03,1.4,1.43,HRDE-1/WAGO-1,K09A9.6,WBGene00010703,Public name for WBGene00010703. History: N.A.
Y37E3.13,wago,,21.02,21.67,29.45,30.62,1.4,1.41,HRDE-1/WAGO-1,Y37E3.13,WBGene00021353,Sequence name for WBGene00021353(iglr-3). History: N.A.
C03A7.13,wago,,27.9,38.04,39.17,47.33,1.4,1.24,HRDE-1,C03A7.13,WBGene00015371,Public name for WBGene00015371. History: N.A.
F48C5.1,wago,,13.44,16.11,18.87,18.11,1.4,1.12,HRDE-1,F48C5.1,WBGene00009842,Sequence name for WBGene00009842(igeg-2). History: N.A.
Y66D12A.3,wago,,149.39,183.87,209.12,183.57,1.4,1.0,HRDE-1,Y66D12A.3,WBGene00013429,Public name for WBGene00013429. History: N.A.
T07E3.2,wago,,118.53,145.95,166.32,144.75,1.4,0.99,HRDE-1,T07E3.2,WBGene00020313,Public name for WBGene00020313. History: N.A.
Y47G6A.19,wago,,126.95,154.4,178.1,98.65,1.4,0.64,HRDE-1,Y47G6A.19,WBGene00021645,Public name for WBGene00021645. History: N.A.
F14D7.2,csr,,17.19,24.8,24.11,13.23,1.4,0.53,HRDE-1,F14D7.2,WBGene00008789,Public name for WBGene00008789. History: N.A.
C28C12.1,wago,,45.32,50.64,63.47,18.66,1.4,0.37,HRDE-1,C28C12.1,WBGene00016177,Public name for WBGene00016177. History: N.A.
C45E1.1,wago,nhr-64,23.12,28.51,32.39,9.06,1.4,0.32,HRDE-1,C45E1.1,WBGene00003654,Sequence name for WBGene00003654(nhr-64). History: N.A.
F56F3.6,wago,ins-17,103.13,128.72,144.89,6.56,1.4,0.05,HRDE-1,F56F3.6,WBGene00002100,Sequence name for WBGene00002100(ins-17). History: N.A.
B0432.2,wago,djr-1.1,13.94,18.22,19.32,62.15,1.39,3.41,HRDE-1/WAGO-1,B0432.2,WBGene00015184,Sequence name for WBGene00015184(djr-1.1). History: N.A.
Y38C1AA.4,wago,tcl-2,11.19,18.0,15.54,43.82,1.39,2.43,HRDE-1/WAGO-1,Y38C1AA.4,WBGene00006561,Sequence name for WBGene00006561(tcl-2). History: N.A.
DC2.3,wago,lec-12,60.72,82.55,84.47,149.18,1.39,1.81,HRDE-1/WAGO-1,DC2.3,WBGene00017080,Sequence name for WBGene00017080(lec-12). History: N.A.
F26H9.3,wago,,198.76,251.28,277.25,453.52,1.39,1.8,HRDE-1/WAGO-1,F26H9.3,,Sequence name for Suppressed gene WBGene00009175. Molecular name for Suppressed gene WBGene00009175. Public name for Suppressed gene WBGene00009175. History of WBGene00009175: Killed on 2005-11-21; Suppressed on 2012-11-21. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
K03D3.6,wago,,1192.95,1548.12,1654.15,2608.54,1.39,1.68,HRDE-1/WAGO-1,K03D3.6,,Sequence name for Suppressed gene WBGene00010532. Molecular name for Suppressed gene WBGene00010532. Public name for Suppressed gene WBGene00010532. History of WBGene00010532: Killed on 2005-11-22; Suppressed on 2012-11-22. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
Y56A3A.5,wago,faah-5,1034.08,1273.94,1432.32,2144.49,1.39,1.68,HRDE-1/WAGO-1,Y56A3A.5,WBGene00013226,"Sequence name for WBGene00013226(faah-5). History: Split into Y56A3A.41(WBGene00269438). History of WBGene00013226: Split into ""WBGene00269438"" on 2016-04-19"
F07E5.12,wago,,100.87,127.31,140.42,208.21,1.39,1.64,HRDE-1/WAGO-1,F07E5.12,WBGene00219315,Public name for WBGene00219315. History: N.A.
